bag_ts,header_stamp,ax,ay,az,wx,wy,wz
1780294752.977111816,1780294752.976664543,0.04196999967098236,-0.186831995844841,9.77711296081543,-0.001004279932419198,0.010818021460493427,0.0007235960823867077
1780294752.983940125,1780294752.982679367,0.038812000304460526,-0.18449600040912628,9.781944274902344,-0.001004279932419198,0.010818021460493427,0.0007235960823867077
1780294752.988707066,1780294752.987185478,0.04367800056934357,-0.18220500648021698,9.789939880371094,-0.0010013652144386133,0.012059735922969267,0.0007404210056853286
1780294752.992997885,1780294752.992535830,0.03884999826550484,-0.18696700036525726,9.786696434020996,0.0008280889398029161,0.012056070955579194,0.0007249748664215127
1780294752.997258425,1780294752.996672869,0.03401099890470505,-0.18930299580097198,9.781891822814941,0.001457960802280751,0.011388692149206337,0.003163601307527527
1780294753.002638817,1780294753.002100468,0.04123299941420555,-0.1821260005235672,9.784363746643066,0.0014511365820258667,0.010779170517504587,0.0025421417441525494
1780294753.007688761,1780294753.006664276,0.0435510016977787,-0.1843940019607544,9.774748802185059,0.0002232101549538207,0.009551209825640202,0.0019225848845403999
1780294753.012339354,1780294753.011987686,0.045180998742580414,-0.18685400485992432,9.778697967529297,0.0002232101549538207,0.009551209825640202,0.0019225848845403999
1780294753.018757582,1780294753.017562151,0.04360499978065491,-0.19170600175857544,9.781825065612793,0.00022610739919068408,0.010792924288116044,0.001939392447877817
1780294753.023018122,1780294753.021711826,0.04119199886918068,-0.18446199595928192,9.77954387664795,0.00021535617040848825,0.010815578842431579,0.0007132986345379699
1780294753.027255774,1780294753.026676178,0.04119199886918068,-0.18446199595928192,9.77954387664795,0.0014418339834894253,0.011422673460530988,0.001324460489989885
1780294753.032171011,1780294753.031733274,0.038819000124931335,-0.17488199472427368,9.782082557678223,0.0008251916468021167,0.010814374178157464,0.0007081498781043104
1780294753.037023544,1780294753.036659718,0.034056998789310455,-0.1805579960346222,9.78680419921875,0.0014428637477798736,0.009548783852335164,0.0019122875017102436
1780294753.041934490,1780294753.041666746,0.029218999668955803,-0.18209299445152283,9.782011985778809,-0.0003836931784794377,0.010794145597146969,0.001944541139292895
1780294753.047024727,1780294753.046672583,0.031613998115062714,-0.18690000474452972,9.78193473815918,-0.0009935112298932807,0.010795367946475194,0.0019496898307079732
1780294753.052185774,1780294753.051713467,0.036389999091625214,-0.18926900625228882,9.779491424560547,-0.001004279932419198,0.010818021460493427,0.0007235960823867077
1780294753.057016134,1780294753.056654215,0.033913999795913696,-0.1867309957742691,9.7699613571167,-0.0022131646276635896,0.010797793919780231,0.001959987343575292
1780294753.062300682,1780294753.061838150,0.0435279980301857,-0.18836599588394165,9.772298812866211,-0.0009935112298932807,0.010795367946475194,0.0019496898307079732
1780294753.066681147,1780294753.066380978,0.04836999997496605,-0.1820240020751953,9.777161598205566,-0.001614097983833041,0.010819226124767541,0.0007287447738017858
1780294753.072381258,1780294753.071759462,0.05070799961686134,-0.18432599306106567,9.769939422607422,0.0008388401523304666,0.01203341640126366,0.0019510686147427784
1780294753.077260971,1780294753.076635122,0.038649000227451324,-0.19143599271774292,9.76269817352295,0.0026736873378155565,0.012018442361918581,0.0025486693496395954
1780294753.082855463,1780294753.082211256,0.04116800054907799,-0.18923500180244446,9.777080535888672,0.0008402887663215755,0.012654282475028636,0.0019594811089013796
1780294753.087326527,1780294753.086655855,0.03567599877715111,-0.1902170032262802,9.789852142333984,-0.001412460018872044,0.011654191624783278,0.0003295530835913043
1780294753.093866110,1780294753.092254400,0.036455001682043076,-0.18216000497341156,9.786772727966309,0.0002070833199078496,0.009585191136964854,8.344418891259756e-05
1780294753.097369671,1780294753.096658468,0.038787998259067535,-0.1820479929447174,9.778788566589355,-0.0001869073064203258,0.00955958733980207,0.001517319386030976
1780294753.102637529,1780294753.101677418,0.03401799872517586,-0.17969000339508057,9.78203010559082,-0.0009935112298932807,0.010795367946475194,0.0019496898307079732
1780294753.107923031,1780294753.106687784,0.036354001611471176,-0.18439500033855438,9.774773597717285,-0.002214613501729024,0.010176945531069365,0.001951574849416691
1780294753.112772226,1780294753.111696959,0.04606800153851509,-0.18459700047969818,9.78909969329834,-0.0009827600173657302,0.010772713392159659,0.0031757837090664012
1780294753.117737770,1780294753.116692781,0.041189998388290405,-0.18686600029468536,9.779509544372559,0.00022219786440709385,0.011425117118890136,0.001334758002857204
1780294753.122391462,1780294753.121665478,0.037199001759290695,-0.18527500331401825,9.780344009399414,-0.0018173764976371109,0.010819645364579689,0.0007304552176197439
1780294753.127328873,1780294753.126726627,0.034015998244285583,-0.18209299445152283,9.781994819641113,-0.0009964259478738656,0.009553653483999352,0.001932864842390771
1780294753.133783579,1780294753.131394386,0.038777999579906464,-0.1772180050611496,9.777262687683105,0.00021245892617162486,0.009573864379955737,0.000696491071200553
1780294753.136976719,1780294753.136141539,0.04603099822998047,-0.1821260005235672,9.784347534179688,0.001435009763234541,0.01081315286912654,0.0007030186116690177
1780294753.142750502,1780294753.141724825,0.04601199924945831,-0.17968900501728058,9.781989097595215,0.0008251916468021167,0.010814374178157464,0.0007081498781043104
1780294753.147265673,1780294753.146387815,0.04519600048661232,-0.18527400493621826,9.780317306518555,-0.00018758798594783568,0.010808841877112783,0.0011254406932602154
1780294753.152580023,1780294753.151672363,0.05080699920654297,-0.1844950020313263,9.781904220581055,-0.0009906140019110628,0.012037082408951034,0.0019665148190251753
1780294753.157574415,1780294753.156672955,0.041228000074625015,-0.18933700025081635,9.784259796142578,0.00022902210091662345,0.012034638750591886,0.001956217436195019
1780294753.163940668,1780294753.161896944,0.03884899988770485,-0.1893710047006607,9.786662101745605,0.0014457609757620915,0.010790498314811004,0.001929094935010498
1780294753.168206930,1780294753.166534185,0.04839000105857849,-0.18205800652503967,9.77955436706543,0.001435009763234541,0.01081315286912654,0.0007030186116690177
1780294753.172620296,1780294753.171664476,0.03883900120854378,-0.18374000489711761,9.785146713256836,0.001435009763234541,0.01081315286912654,0.0007030186116690177
1780294753.177611351,1780294753.176959038,0.038874998688697815,-0.17979100346565247,9.789193153381348,0.00021535617040848825,0.010815578842431579,0.0007132986345379699
1780294753.183431625,1780294753.181678057,0.036479998379945755,-0.17498399317264557,9.789270401000977,0.0008251916468021167,0.010814374178157464,0.0007081498781043104
1780294753.187303066,1780294753.186799288,0.03401799872517586,-0.17969000339508057,9.78203010559082,-0.0003944444235162789,0.010816800151462502,0.0007184473259530482
1780294753.192933321,1780294753.192182779,0.03399299830198288,-0.18686600029468536,9.779534339904785,-0.0022253647142565745,0.0101995990450876,0.0007254810360768441
1780294753.197749853,1780294753.196852446,0.04199500009417534,-0.1884790062904358,9.780282020568848,-0.001007177160401416,0.009576306998017585,0.0007067710940695054
1780294753.202343225,1780294753.201726198,0.043570999056100845,-0.18442800641059875,9.777142524719238,0.00021535617040848825,0.010815578842431579,0.0007132986345379699
1780294753.207339525,1780294753.206686020,0.037161000072956085,-0.18360500037670135,9.775580406188965,0.0010313673885884046,0.012055669400821156,0.0007232644226035547
1780294753.212599754,1780294753.211926222,0.03877300024032593,-0.18442900478839874,9.777158737182617,0.00022654373888971157,0.013287679970076844,0.0013599954853330074
1780294753.217375517,1780294753.216812134,0.04598600044846535,-0.18926900625228882,9.779458999633789,-0.0003754028542350778,0.012024533302613693,0.0025744130667893113
1780294753.225873947,1780294753.224405050,0.04840800166130066,-0.1844950020313263,9.781912803649902,-0.0009910502765915089,0.009542325686692934,0.002545911781569985
1780294753.227135658,1780294753.226731777,0.041172999888658524,-0.1820250004529953,9.777185440063477,-0.0009964259478738656,0.009553653483999352,0.001932864842390771
1780294753.233228683,1780294753.231645584,0.035585999488830566,-0.1868550032377243,9.778730392456055,0.00022902210091662345,0.012034638750591886,0.001956217436195019
1780294753.238020897,1780294753.236870289,0.03872799873352051,-0.19157099723815918,9.772269248962402,0.00024225169172573113,0.010758942976791393,0.003778533005341134
1780294753.242317200,1780294753.241890192,0.03879300132393837,-0.18446199595928192,9.77955150604248,0.00024225169172573113,0.010758942976791393,0.003778533005341134
1780294753.250859976,1780294753.250501156,0.043609000742435455,-0.18689900636672974,9.781893730163574,0.0008222769938401133,0.009572659715681622,0.0006913423797854748
1780294753.252059698,1780294753.251656532,0.04118800163269043,-0.18926900625228882,9.779475212097168,0.00020170769738942903,0.00959653557902808,-0.0005295852521409272
1780294753.257313967,1780294753.256820679,0.042048998177051544,-0.18696700036525726,9.786684036254883,-0.00019476129096565823,0.010823938671539336,0.00030803316853783666
1780294753.262092113,1780294753.261155128,0.043589998036623,-0.18446199595928192,9.779536247253418,-0.0009949772688641753,0.010174501872710217,0.001941277336549372
1780294753.268313646,1780294753.266828775,0.03889000043272972,-0.1870349943637848,9.791481971740723,0.00022610739919068408,0.010792924288116044,0.001939392447877817
1780294753.274085283,1780294753.271810770,0.04356500133872032,-0.19163799285888672,9.777039527893066,0.00022465878519957504,0.010172075899405178,0.0019309799537192158
1780294753.277122736,1780294753.276697874,0.0459510013461113,-0.18199099600315094,9.774775505065918,-0.001004279932419198,0.010818021460493427,0.0007235960823867077
1780294753.284650087,1780294753.281762838,0.045205000787973404,-0.19010399281978607,9.781842231750488,-0.0009980665617355196,0.010389019498475826,0.001535383628507538
1780294753.288262367,1780294753.286342382,0.04358899965882301,-0.18686500191688538,9.779501914978027,-0.0009935112298932807,0.010795367946475194,0.0019496898307079732
1780294753.293562174,1780294753.292771101,0.0436519980430603,-0.18216000497341156,9.786748886108398,-0.0009881356236295055,0.010784040149168776,0.0025627367698871873
1780294753.297090054,1780294753.296647072,0.03876800090074539,-0.1916390061378479,9.777055740356445,0.0002275734869255144,0.01141379036188102,0.001947804942036418
1780294753.302639246,1780294753.301767826,0.03401099890470505,-0.18930299580097198,9.781891822814941,0.00023148302170910467,0.010781596490809627,0.002552439387057031
1780294753.309451103,1780294753.306647301,0.0403750017285347,-0.18042300641536713,9.77721118927002,-0.0005856103332284879,0.00829602091237812,0.0027300090336709556
1780294753.313686371,1780294753.311625957,0.036378998309373856,-0.1772180050611496,9.777271270751953,0.0008301309783854457,0.008308290698890247,0.0019006112048081194
1780294753.317855358,1780294753.316655874,0.04673599824309349,-0.1755480021238327,9.772472381591797,-0.0014000682575014205,0.010796170015693968,0.0019531281433236747
1780294753.322174549,1780294753.321631432,0.036378998309373856,-0.1772180050611496,9.777271270751953,-0.0016004319883063246,0.012038286032927848,0.0019716635104402537
1780294753.329032898,1780294753.326645613,0.038770999759435654,-0.186831995844841,9.777124404907227,-0.0009935112298932807,0.010795367946475194,0.0019496898307079732
1780294753.332623720,1780294753.331781626,0.04361499845981598,-0.17728500068187714,9.782032012939453,0.00023396138373601652,0.009528555271324669,0.0031486613379190427
1780294753.337684393,1780294753.336235046,0.04355200007557869,-0.18199099600315094,9.774784088134766,0.00022610739919068408,0.010792924288116044,0.001939392447877817
1780294753.346635342,1780294753.344544411,0.04674400016665459,-0.1819790005683899,9.773975372314453,0.0014476982694101655,0.011618307609695799,0.001940317402215228
1780294753.350025892,1780294753.347781420,0.043595001101493835,-0.17725199460983276,9.779640197753906,-0.0009935112298932807,0.010795367946475194,0.0019496898307079732
1780294753.352266073,1780294753.351469755,0.03399699926376343,-0.18205900490283966,9.779603004455566,-0.001004279932419198,0.010818021460493427,0.0007235960823867077
1780294753.357178688,1780294753.356629133,0.04358899965882301,-0.18686500191688538,9.779501914978027,0.0002168048006542426,0.011436444916196553,0.0007217111286965711
1780294753.363051176,1780294753.361774921,0.05088299885392189,-0.18943700194358826,9.791406631469727,-0.0009974382221659471,0.011427543092195175,0.0013450553856873603
1780294753.369462490,1780294753.369093180,0.034053001552820206,-0.18696799874305725,9.786712646484375,-0.0009918706160316267,0.009960000891701418,0.002347171044591206
1780294753.373740196,1780294753.371636152,0.04362799972295761,-0.1869329959154129,9.784285545349121,-0.0009881356236295055,0.010784040149168776,0.0025627367698871873
1780294753.377029896,1780294753.376626968,0.04360700026154518,-0.18930299580097198,9.781859397888184,-0.0009935112298932807,0.010795367946475194,0.0019496898307079732
1780294753.382453442,1780294753.381717205,0.041228998452425,-0.1869329959154129,9.784295082092285,-0.0009906140019110628,0.012037082408951034,0.0019665148190251753
1780294753.387664318,1780294753.386798143,0.041228998452425,-0.1869329959154129,9.784295082092285,0.0002275734869255144,0.01141379036188102,0.001947804942036418
1780294753.392035007,1780294753.391232967,0.04037399962544441,-0.1820250004529953,9.777188301086426,0.00022804472534804855,0.011620733583000838,0.0019506149150825469
1780294753.397828817,1780294753.396832705,0.04125100001692772,-0.1845639944076538,9.786722183227539,-0.0003944444235162789,0.010816800151462502,0.0007184473259530482
1780294753.402852774,1780294753.402328730,0.03879600018262863,-0.17965500056743622,9.779622077941895,0.000200241625909244,0.008975669505263104,-0.0005379977462995284
1780294753.407458782,1780294753.406961918,0.043609000742435455,-0.18689900636672974,9.781893730163574,-0.0010111041526740822,0.010208483184034868,0.00010213666530353772
1780294753.414380550,1780294753.411633253,0.03155599907040596,-0.18439500033855438,9.774789810180664,-0.0003822445644883287,0.011414993985857833,0.0019529536334514962
1780294753.417609215,1780294753.417032242,0.032322000712156296,-0.185139998793602,9.770787239074707,0.00023095942707398792,0.012862448045476678,0.0019674223483828013
1780294753.429630518,1780294753.428913116,0.038752999156713486,-0.18439500033855438,9.774765968322754,0.00022902210091662345,0.012034638750591886,0.001956217436195019
1780294753.433857203,1780294753.433305740,0.03713199868798256,-0.18676400184631348,9.772343635559082,0.00021827087213442762,0.012057293304907419,0.000730123557836591
1780294753.435318708,1780294753.434837341,0.03395700082182884,-0.18199199438095093,9.774816513061523,0.001435009763234541,0.01081315286912654,0.0007030186116690177
1780294753.437279224,1780294753.436748505,0.02923700027167797,-0.18453100323677063,9.784368515014648,0.00022610739919068408,0.010792924288116044,0.001939392447877817
1780294753.442120314,1780294753.441647768,0.036414001137018204,-0.18449600040912628,9.781952857971191,-0.0009984679864563951,0.01330145038544511,0.0007572459940025309
1780294753.449939966,1780294753.446627140,0.036389999091625214,-0.18926900625228882,9.779491424560547,-0.0003944444235162789,0.010816800151462502,0.0007184473259530482
1780294753.457456589,1780294753.456553221,0.04682699963450432,-0.19655799865722656,9.78493595123291,-0.001001661894225033,0.010396559573310697,0.001126697242362198
1780294753.458727121,1780294753.458157778,0.0435669980943203,-0.18923500180244446,9.777073860168457,0.00022610739919068408,0.010792924288116044,0.001939392447877817
1780294753.464886189,1780294753.464455128,0.03641200065612793,-0.18690000474452972,9.7819185256958,0.00021535617040848825,0.010815578842431579,0.0007132986345379699
1780294753.468161106,1780294753.467677116,0.03408899903297424,-0.1918420046567917,9.791428565979004,-0.00037583919393410526,0.009529776580355592,0.003153810029334121
1780294753.475870609,1780294753.471131086,0.034033000469207764,-0.1869339942932129,9.784318923950195,-0.00038268090418735616,0.008920255988951145,0.0025323678909389283
1780294753.482956171,1780294753.477701902,0.04521000012755394,-0.1836950033903122,9.78193473815918,0.0010363067201717337,0.00954958592155394,0.0019157082593089971
1780294753.491130829,1780294753.490762949,0.04364800080657005,-0.18696700036525726,9.786680221557617,0.00021535617040848825,0.010815578842431579,0.0007132986345379699
1780294753.495328903,1780294753.494258881,0.04129200056195259,-0.1822279989719391,9.791542053222656,-0.0003929957770158792,0.011437648540173368,0.0007268598201116493
1780294753.495386124,1780294753.494664431,0.03883099928498268,-0.1869329959154129,9.784302711486816,0.00023191934515348685,0.013276353213067726,0.001973042294475059
1780294753.504475355,1780294753.499812841,0.034014999866485596,-0.18449600040912628,9.781959533691406,0.0002168048006542426,0.011436444916196553,0.0007217111286965711
1780294753.504529476,1780294753.501212597,0.04197400063276291,-0.18042300641536713,9.777204513549805,0.001435009763234541,0.01081315286912654,0.0007030186116690177
1780294753.506462097,1780294753.506057262,0.04359399899840355,-0.17965500056743622,9.779605865478516,0.0014403853694983162,0.010801825071820122,0.0013160655508482318
1780294753.513032675,1780294753.512516975,0.04367100074887276,-0.18219399452209473,9.789142608642578,0.00021535617040848825,0.010815578842431579,0.0007132986345379699
1780294753.517970800,1780294753.517465830,0.03879300132393837,-0.18446199595928192,9.77955150604248,0.00021827087213442762,0.012057293304907419,0.000730123557836591
1780294753.527235031,1780294753.526699305,0.033973000943660736,-0.186831995844841,9.777140617370605,0.00022610739919068408,0.010792924288116044,0.001939392447877817
1780294753.528185606,1780294753.527923107,0.038731999695301056,-0.18676400184631348,9.772337913513184,0.00022610739919068408,0.010792924288116044,0.001939392447877817
1780294753.532926798,1780294753.532308102,0.04123099893331528,-0.18453000485897064,9.784329414367676,-0.0003865904389709464,0.009552431134671127,0.0019277161509756928
1780294753.537380457,1780294753.536947727,0.048367999494075775,-0.18522900342941284,9.777114868164062,-0.0009944885892072103,0.010381462778884146,0.0019440873095955009
