header_stamp,x,y,cov_x,cov_y
1780280506.071000099,-117.88194155372733,-58.964148752516486,0.005,0.005
1780280506.072000027,-117.90214420976243,-58.97522591402199,0.005,0.005
1780280506.072000027,-117.90214420976243,-58.97522591402199,0.005,0.005
1780280506.072999954,-117.92234686622442,-58.986303075026804,0.005,0.005
1780280506.072999954,-117.92234686622442,-58.986303075026804,0.005,0.005
1780280506.073999882,-117.9425495222047,-58.99738023654824,0.005,0.005
1780280506.073999882,-117.9425495222047,-58.99738023654824,0.005,0.005
1780280506.075000048,-117.95265080183168,-58.99738014973933,0.005,0.005
1780280506.075000048,-117.95265080183168,-58.99738014973933,0.005,0.005
1780280506.075900078,-117.97285345792159,-59.00845731080662,0.005,0.005
1780280506.075900078,-117.97285345792159,-59.00845731080662,0.005,0.005
1780280506.076900005,-117.99305611395667,-59.019534471889834,0.005,0.005
1780280506.076900005,-117.99305611395667,-59.019534471889834,0.005,0.005
1780280506.077899933,-118.01325876999177,-59.03061163297305,0.005,0.005
1780280506.077899933,-118.01325876999177,-59.03061163297305,0.005,0.005
1780280506.078900099,-118.03346132967262,-59.03061145927683,0.005,0.005
1780280506.078900099,-118.03346132967262,-59.03061145927683,0.005,0.005
1780280506.079999924,-118.0435627064528,-59.04168870752876,0.005,0.005
1780280506.079999924,-118.0435627064528,-59.04168870752876,0.005,0.005
1780280506.081000090,-118.06376536254271,-59.052765868173765,0.005,0.005
1780280506.081000090,-118.06376536254271,-59.052765868173765,0.005,0.005
1780280506.082000017,-118.08396801740678,-59.063843029460344,0.005,0.005
1780280506.082000017,-118.08396801740678,-59.063843029460344,0.005,0.005
1780280506.082999945,-118.10417067338706,-59.0749201901372,0.005,0.005
1780280506.082999945,-118.10417067338706,-59.0749201901372,0.005,0.005
1780280506.083899975,-118.11427195466676,-59.07492010345289,0.005,0.005
1780280506.083899975,-118.11427195466676,-59.07492010345289,0.005,0.005
1780280506.084899902,-118.13447461118355,-59.08599726401949,0.005,0.005
1780280506.084899902,-118.13447461118355,-59.08599726401949,0.005,0.005
1780280506.085900068,-118.15467726604761,-59.09707442488377,0.005,0.005
1780280506.085900068,-118.15467726604761,-59.09707442488377,0.005,0.005
1780280506.086899996,-118.1748799225644,-59.10815158587266,0.005,0.005
1780280506.086899996,-118.1748799225644,-59.10815158587266,0.005,0.005
1780280506.088000059,-118.18498129897252,-59.119228833342504,0.005,0.005
1780280506.088000059,-118.18498129897252,-59.119228833342504,0.005,0.005
1780280506.088999987,-118.20518395458073,-59.13030599492642,0.005,0.005
1780280506.088999987,-118.20518395458073,-59.13030599492642,0.005,0.005
1780280506.089999914,-118.22538651554223,-59.13030582099498,0.005,0.005
1780280506.089999914,-118.22538651554223,-59.13030582099498,0.005,0.005
1780280506.091000080,-118.23548789205996,-59.141383068855255,0.005,0.005
1780280506.091000080,-118.23548789205996,-59.141383068855255,0.005,0.005
1780280506.091900110,-118.25569054857675,-59.152460228999566,0.005,0.005
1780280506.091900110,-118.25569054857675,-59.152460228999566,0.005,0.005
1780280506.092900038,-118.27589320344082,-59.163537389441565,0.005,0.005
1780280506.092900038,-118.27589320344082,-59.163537389441565,0.005,0.005
1780280506.093899965,-118.28599458027581,-59.17461463767758,0.005,0.005
1780280506.093899965,-118.28599458027581,-59.17461463767758,0.005,0.005
1780280506.094899893,-118.3061971416642,-59.17461446366774,0.005,0.005
1780280506.094899893,-118.3061971416642,-59.17461446366774,0.005,0.005
1780280506.095999956,-118.32639979695514,-59.185691624453625,0.005,0.005
1780280506.095999956,-118.32639979695514,-59.185691624453625,0.005,0.005
1780280506.096999884,-118.33650117379014,-59.19676887226735,0.005,0.005
1780280506.096999884,-118.33650117379014,-59.19676887226735,0.005,0.005
1780280506.098000050,-118.35670383036174,-59.207846031973446,0.005,0.005
1780280506.098000050,-118.35670383036174,-59.207846031973446,0.005,0.005
1780280506.098999977,-118.37690639175013,-59.207845857963605,0.005,0.005
1780280506.098999977,-118.37690639175013,-59.207845857963605,0.005,0.005
1780280507.000000000,-118.39710904741314,-59.2189230191093,0.005,0.005
1780280507.000000000,-118.39710904741314,-59.2189230191093,0.005,0.005
1780280507.000900030,-118.40721042355881,-59.230000266187474,0.005,0.005
1780280507.000900030,-118.40721042355881,-59.230000266187474,0.005,0.005
1780280507.001899958,-118.42741326622823,-59.24107752022412,0.005,0.005
1780280507.001899958,-118.42741326622823,-59.24107752022412,0.005,0.005
1780280507.002899885,-118.44761592200088,-59.25215468049338,0.005,0.005
1780280507.002899885,-118.44761592200088,-59.25215468049338,0.005,0.005
1780280507.003900051,-118.4577172984638,-59.263231928369585,0.005,0.005
1780280507.003900051,-118.4577172984638,-59.263231928369585,0.005,0.005
1780280507.005000114,-118.47791985990699,-59.26323175392153,0.005,0.005
1780280507.005000114,-118.47791985990699,-59.26323175392153,0.005,0.005
1780280507.006000042,-118.49812251727755,-59.2743089151759,0.005,0.005
1780280507.006000042,-118.49812251727755,-59.2743089151759,0.005,0.005
1780280507.006999969,-118.51832517267812,-59.28538607424078,0.005,0.005
1780280507.006999969,-118.51832517267812,-59.28538607424078,0.005,0.005
1780280507.007999897,-118.52842654994001,-59.296463322398395,0.005,0.005
1780280507.007999897,-118.52842654994001,-59.296463322398395,0.005,0.005
1780280507.008899927,-118.54862920656642,-59.30754048208856,0.005,0.005
1780280507.008899927,-118.54862920656642,-59.30754048208856,0.005,0.005
1780280507.009900093,-118.56883176672895,-59.30754030787572,0.005,0.005
1780280507.009900093,-118.56883176672895,-59.30754030787572,0.005,0.005
1780280507.010900021,-118.57893314404565,-59.31861755559512,0.005,0.005
1780280507.010900021,-118.57893314404565,-59.31861755559512,0.005,0.005
1780280507.011899948,-118.59913580104413,-59.3296947156451,0.005,0.005
1780280507.011899948,-118.59913580104413,-59.3296947156451,0.005,0.005
1780280507.013000011,-118.61933845804262,-59.340771876117365,0.005,0.005
1780280507.013000011,-118.61933845804262,-59.340771876117365,0.005,0.005
1780280507.013999939,-118.63954101783308,-59.34077170154471,0.005,0.005
1780280507.013999939,-118.63954101783308,-59.34077170154471,0.005,0.005
1780280507.015000105,-118.64964239514977,-59.35184894926411,0.005,0.005
1780280507.015000105,-118.64964239514977,-59.35184894926411,0.005,0.005
1780280507.016000032,-118.66984505225787,-59.36292610885995,0.005,0.005
1780280507.016000032,-118.66984505225787,-59.36292610885995,0.005,0.005
1780280507.016900063,-118.69004770840259,-59.37400326948903,0.005,0.005
1780280507.016900063,-118.69004770840259,-59.37400326948903,0.005,0.005
1780280507.017899990,-118.700148990164,-59.3740031822881,0.005,0.005
1780280507.017899990,-118.700148990164,-59.3740031822881,0.005,0.005
1780280507.018899918,-118.7203516467904,-59.385080341978274,0.005,0.005
1780280507.018899918,-118.7203516467904,-59.385080341978274,0.005,0.005
1780280507.019900084,-118.74055430469747,-59.39615750185553,0.005,0.005
1780280507.019900084,-118.74055430469747,-59.39615750185553,0.005,0.005
1780280507.020999908,-118.7506556807335,-59.40723474981013,0.005,0.005
1780280507.020999908,-118.7506556807335,-59.40723474981013,0.005,0.005
1780280507.022000074,-118.77085824223151,-59.407234574923855,0.005,0.005
1780280507.022000074,-118.77085824223151,-59.407234574923855,0.005,0.005
1780280507.023000002,-118.79106090472445,-59.44046631081191,0.005,0.005
1780280507.023000002,-118.79106090472445,-59.44046631081191,0.005,0.005
1780280507.023999929,-118.81126346659453,-59.44046613628545,0.005,0.005
1780280507.023999929,-118.81126346659453,-59.44046613628545,0.005,0.005
1780280507.025000095,-118.83146612247678,-59.451543295256,0.005,0.005
1780280507.025000095,-118.83146612247678,-59.451543295256,0.005,0.005
1780280507.025899887,-118.84156749979348,-59.46262054255311,0.005,0.005
1780280507.025899887,-118.84156749979348,-59.46262054255311,0.005,0.005
1780280507.026900053,-118.86177015684677,-59.47369770216488,0.005,0.005
1780280507.026900053,-118.86177015684677,-59.47369770216488,0.005,0.005
1780280507.027899981,-118.88197290407052,-59.47369762124934,0.005,0.005
1780280507.027899981,-118.88197290407052,-59.47369762124934,0.005,0.005
1780280507.028899908,-118.90217556197759,-59.48477478154888,0.005,0.005
1780280507.028899908,-118.90217556197759,-59.48477478154888,0.005,0.005
1780280507.029999971,-118.91227693897702,-59.495852028470246,0.005,0.005
1780280507.029999971,-118.91227693897702,-59.495852028470246,0.005,0.005
1780280507.030999899,-118.9324795964572,-59.5069291884259,0.005,0.005
1780280507.030999899,-118.9324795964572,-59.5069291884259,0.005,0.005
1780280507.032000065,-118.95268215715625,-59.50692901325822,0.005,0.005
1780280507.032000065,-118.95268215715625,-59.50692901325822,0.005,0.005
1780280507.032999992,-118.96278353452774,-59.51800626096169,0.005,0.005
1780280507.032999992,-118.96278353452774,-59.51800626096169,0.005,0.005
1780280507.033900023,-118.98298619206274,-59.52908342047913,0.005,0.005
1780280507.033900023,-118.98298619206274,-59.52908342047913,0.005,0.005
1780280507.034899950,-119.00318884874396,-59.540160580153376,0.005,0.005
1780280507.034899950,-119.00318884874396,-59.540160580153376,0.005,0.005
1780280507.035900116,-119.01329022611546,-59.55123782785685,0.005,0.005
1780280507.035900116,-119.01329022611546,-59.55123782785685,0.005,0.005
1780280507.036900043,-119.03349288402252,-59.562314986889525,0.005,0.005
1780280507.036900043,-119.03349288402252,-59.562314986889525,0.005,0.005
1780280507.038000107,-119.0536954463743,-59.56231481184645,0.005,0.005
1780280507.038000107,-119.0536954463743,-59.56231481184645,0.005,0.005
1780280507.039000034,-119.07389810231136,-59.57339197080107,0.005,0.005
1780280507.039000034,-119.07389810231136,-59.57339197080107,0.005,0.005
1780280507.039999962,-119.08399947968287,-59.58446921850454,0.005,0.005
1780280507.039999962,-119.08399947968287,-59.58446921850454,0.005,0.005
1780280507.040999889,-119.10420213801682,-59.59554637745881,0.005,0.005
1780280507.040999889,-119.10420213801682,-59.59554637745881,0.005,0.005
1780280507.041899920,-119.12440479432597,-59.60662353719553,0.005,0.005
1780280507.041899920,-119.12440479432597,-59.60662353719553,0.005,0.005
1780280507.042900085,-119.13450617180709,-59.617700784867154,0.005,0.005
1780280507.042900085,-119.13450617180709,-59.617700784867154,0.005,0.005
1780280507.043900013,-119.15470873378679,-59.617700609464265,0.005,0.005
1780280507.043900013,-119.15470873378679,-59.617700609464265,0.005,0.005
1780280507.044899940,-119.17491139254761,-59.628777768340136,0.005,0.005
1780280507.044899940,-119.17491139254761,-59.628777768340136,0.005,0.005
1780280507.046000004,-119.1850127682664,-59.639855015496714,0.005,0.005
1780280507.046000004,-119.1850127682664,-59.639855015496714,0.005,0.005
1780280507.046999931,-119.20521542665516,-59.650932175279635,0.005,0.005
1780280507.046999931,-119.20521542665516,-59.650932175279635,0.005,0.005
1780280507.048000097,-119.22541808509872,-59.662009334202054,0.005,0.005
1780280507.048000097,-119.22541808509872,-59.662009334202054,0.005,0.005
1780280507.049000025,-119.2355193652622,-59.66200924643831,0.005,0.005
1780280507.049000025,-119.2355193652622,-59.66200924643831,0.005,0.005
1780280507.049999952,-119.25572202322408,-59.67308640629963,0.005,0.005
1780280507.049999952,-119.25572202322408,-59.67308640629963,0.005,0.005
1780280507.050899982,-119.27592468161284,-59.68416356566026,0.005,0.005
1780280507.050899982,-119.27592468161284,-59.68416356566026,0.005,0.005
1780280507.051899910,-119.28602605781332,-59.695240811877945,0.005,0.005
1780280507.051899910,-119.28602605781332,-59.695240811877945,0.005,0.005
1780280507.052900076,-119.30622871620207,-59.70631797166086,0.005,0.005
1780280507.052900076,-119.30622871620207,-59.70631797166086,0.005,0.005
1780280507.053900003,-119.32643137421876,-59.71739513066168,0.005,0.005
1780280507.053900003,-119.32643137421876,-59.71739513066168,0.005,0.005
1780280507.055000067,-119.33653265438224,-59.71739504289794,0.005,0.005
1780280507.055000067,-119.33653265438224,-59.71739504289794,0.005,0.005
1780280507.055999994,-119.3567353128258,-59.72847220182035,0.005,0.005
1780280507.055999994,-119.3567353128258,-59.72847220182035,0.005,0.005
1780280507.056999922,-119.37693797132418,-59.73954936072685,0.005,0.005
1780280507.056999922,-119.37693797132418,-59.73954936072685,0.005,0.005
1780280507.058000088,-119.39714062976775,-59.750626520071556,0.005,0.005
1780280507.058000088,-119.39714062976775,-59.750626520071556,0.005,0.005
1780280507.058900118,-119.40724190993123,-59.75062643230781,0.005,0.005
1780280507.058900118,-119.40724190993123,-59.75062643230781,0.005,0.005
1780280507.059900045,-119.42744456832,-59.76170359124615,0.005,0.005
1780280507.059900045,-119.42744456832,-59.76170359124615,0.005,0.005
1780280507.060899973,-119.44764722676356,-59.77278075059086,0.005,0.005
1780280507.060899973,-119.44764722676356,-59.77278075059086,0.005,0.005
1780280507.061899900,-119.45774860344574,-59.783857997136494,0.005,0.005
1780280507.061899900,-119.45774860344574,-59.783857997136494,0.005,0.005
1780280507.062999964,-119.47795126231618,-59.79493515598051,0.005,0.005
1780280507.062999964,-119.47795126231618,-59.79493515598051,0.005,0.005
1780280507.063999891,-119.49815382435068,-59.79493498013941,0.005,0.005
1780280507.063999891,-119.49815382435068,-59.79493498013941,0.005,0.005
1780280507.065000057,-119.50825520092323,-59.80601222713918,0.005,0.005
1780280507.065000057,-119.50825520092323,-59.80601222713918,0.005,0.005
1780280507.065999985,-119.5284578593668,-59.817089386483886,0.005,0.005
1780280507.065999985,-119.5284578593668,-59.817089386483886,0.005,0.005
1780280507.066900015,-119.54866051871895,-59.82816654481128,0.005,0.005
1780280507.066900015,-119.54866051871895,-59.82816654481128,0.005,0.005
1780280507.067899942,-119.55876179851036,-59.828166456687725,0.005,0.005
1780280507.067899942,-119.55876179851036,-59.828166456687725,0.005,0.005
1780280507.068900108,-119.57896445700874,-59.83924361559422,0.005,0.005
1780280507.068900108,-119.57896445700874,-59.83924361559422,0.005,0.005
1780280507.069900036,-119.59916711625127,-59.85032077522033,0.005,0.005
1780280507.069900036,-119.59916711625127,-59.85032077522033,0.005,0.005
1780280507.071000099,-119.60926849458616,-59.86139802146828,0.005,0.005
1780280507.071000099,-119.60926849458616,-59.86139802146828,0.005,0.005
1780280507.072000027,-119.62947115143182,-59.87247517982788,0.005,0.005
1780280507.072000027,-119.62947115143182,-59.87247517982788,0.005,0.005
1780280507.072999954,-119.64967371389321,-59.87247500390838,0.005,0.005
1780280507.072999954,-119.64967371389321,-59.87247500390838,0.005,0.005
1780280507.073999882,-119.65977509260017,-59.88355225093843,0.005,0.005
1780280507.073999882,-119.65977509260017,-59.88355225093843,0.005,0.005
1780280507.075000048,-119.67997774950064,-59.894629408859814,0.005,0.005
1780280507.075000048,-119.67997774950064,-59.894629408859814,0.005,0.005
1780280507.075900078,-119.70018040837108,-59.90570656812612,0.005,0.005
1780280507.075900078,-119.70018040837108,-59.90570656812612,0.005,0.005
1780280507.076900005,-119.71028169066899,-59.905706479970355,0.005,0.005
1780280507.076900005,-119.71028169066899,-59.905706479970355,0.005,0.005
1780280507.077899933,-119.73048434964906,-59.91678363836023,0.005,0.005
1780280507.077899933,-119.73048434964906,-59.91678363836023,0.005,0.005
1780280507.078900099,-119.7506870069216,-59.92786079664143,0.005,0.005
1780280507.078900099,-119.7506870069216,-59.92786079664143,0.005,0.005
1780280507.079999924,-119.76078838520168,-59.93893804374988,0.005,0.005
1780280507.079999924,-119.76078838520168,-59.93893804374988,0.005,0.005
1780280507.081000090,-119.78099104455383,-59.950015202499564,0.005,0.005
1780280507.081000090,-119.78099104455383,-59.950015202499564,0.005,0.005
1780280507.082000017,-119.8011936053625,-59.95001502645546,0.005,0.005
1780280507.082000017,-119.8011936053625,-59.95001502645546,0.005,0.005
1780280507.082999945,-119.81129498417909,-59.96109227218679,0.005,0.005
1780280507.082999945,-119.81129498417909,-59.96109227218679,0.005,0.005
1780280507.083899975,-119.83149764310434,-59.972169431014876,0.005,0.005
1780280507.083899975,-119.83149764310434,-59.972169431014876,0.005,0.005
1780280507.084899902,-119.85170030208441,-59.98324658898247,0.005,0.005
1780280507.084899902,-119.85170030208441,-59.98324658898247,0.005,0.005
1780280507.085900068,-119.8618015827296,-59.9832465007021,0.005,0.005
1780280507.085900068,-119.8618015827296,-59.9832465007021,0.005,0.005
1780280507.086899996,-119.88200424170967,-59.994323659091975,0.005,0.005
1780280507.086899996,-119.88200424170967,-59.994323659091975,0.005,0.005
1780280507.088000059,-119.90220690106182,-60.00540081784166,0.005,0.005
1780280507.088000059,-119.90220690106182,-60.00540081784166,0.005,0.005
1780280507.088999987,-119.91230827822568,-60.01647806429297,0.005,0.005
1780280507.088999987,-119.91230827822568,-60.01647806429297,0.005,0.005
1780280507.089999914,-119.93251084074187,-60.016477887935245,0.005,0.005
1780280507.089999914,-119.93251084074187,-60.016477887935245,0.005,0.005
1780280507.091000080,-119.95271349972195,-60.02755504590284,0.005,0.005
1780280507.091000080,-119.95271349972195,-60.02755504590284,0.005,0.005
1780280507.091900110,-119.96281487757516,-60.03863229308969,0.005,0.005
1780280507.091900110,-119.96281487757516,-60.03863229308969,0.005,0.005
1780280507.092900038,-119.9830175369821,-60.049709450978874,0.005,0.005
1780280507.092900038,-119.9830175369821,-60.049709450978874,0.005,0.005
1780280507.093899965,-119.9931188172004,-60.04970936277691,0.005,0.005
1780280507.093899965,-119.9931188172004,-60.04970936277691,0.005,0.005
1780280507.094899893,-120.01332147666217,-60.06078652065017,0.005,0.005
1780280507.094899893,-120.01332147666217,-60.06078652065017,0.005,0.005
1780280507.095999956,-120.03352413606913,-60.07186367896164,0.005,0.005
1780280507.095999956,-120.03352413606913,-60.07186367896164,0.005,0.005
1780280507.096999884,-120.04362551317817,-60.08294092542887,0.005,0.005
1780280507.096999884,-120.04362551317817,-60.08294092542887,0.005,0.005
1780280507.098000050,-120.06382817263994,-60.094018082879835,0.005,0.005
1780280507.098000050,-120.06382817263994,-60.094018082879835,0.005,0.005
1780280507.098999977,-120.08403073521096,-60.094017906083906,0.005,0.005
1780280507.098999977,-120.08403073521096,-60.094017906083906,0.005,0.005
1780280508.000000000,-120.09413211397273,-60.10509515309803,0.005,0.005
1780280508.000000000,-120.09413211397273,-60.10509515309803,0.005,0.005
1780280508.000900030,-120.11433477209904,-60.11617231122242,0.005,0.005
1780280508.000900030,-120.11433477209904,-60.11617231122242,0.005,0.005
1780280508.001899958,-120.13453743161561,-60.12724946865746,0.005,0.005
1780280508.001899958,-120.13453743161561,-60.12724946865746,0.005,0.005
1780280508.002899885,-120.14463871396833,-60.12724938006348,0.005,0.005
1780280508.002899885,-120.14463871396833,-60.12724938006348,0.005,0.005
1780280508.003900051,-120.16484137214945,-60.13832653817195,0.005,0.005
1780280508.003900051,-120.16484137214945,-60.13832653817195,0.005,0.005
1780280508.005000114,-120.17494275091123,-60.149403785186074,0.005,0.005
1780280508.005000114,-120.17494275091123,-60.149403785186074,0.005,0.005
1780280508.006000042,-120.19514541037299,-60.160480942637044,0.005,0.005
1780280508.006000042,-120.19514541037299,-60.160480942637044,0.005,0.005
1780280508.006999969,-120.21534807026164,-60.171558100431895,0.005,0.005
1780280508.006999969,-120.21534807026164,-60.171558100431895,0.005,0.005
1780280508.007999897,-120.22544935096164,-60.171558011713316,0.005,0.005
1780280508.007999897,-120.22544935096164,-60.171558011713316,0.005,0.005
1780280508.008899927,-120.24565201079548,-60.18263517036868,0.005,0.005
1780280508.008899927,-120.24565201079548,-60.18263517036868,0.005,0.005
1780280508.009900093,-120.25575338833141,-60.19371241633521,0.005,0.005
1780280508.009900093,-120.25575338833141,-60.19371241633521,0.005,0.005
1780280508.010900021,-120.27595604779317,-60.20478957420847,0.005,0.005
1780280508.010900021,-120.27595604779317,-60.20478957420847,0.005,0.005
1780280508.011899948,-120.296158610419,-60.20478939697432,0.005,0.005
1780280508.011899948,-120.296158610419,-60.20478939697432,0.005,0.005
1780280508.013000011,-120.30625998838183,-60.21586664370704,0.005,0.005
1780280508.013000011,-120.30625998838183,-60.21586664370704,0.005,0.005
1780280508.013999939,-120.32646264827046,-60.22694380065731,0.005,0.005
1780280508.013999939,-120.32646264827046,-60.22694380065731,0.005,0.005
1780280508.015000105,-120.34666530815913,-60.23802095887445,0.005,0.005
1780280508.015000105,-120.34666530815913,-60.23802095887445,0.005,0.005
1780280508.016000032,-120.35676658885912,-60.23802087015588,0.005,0.005
1780280508.016000032,-120.35676658885912,-60.23802087015588,0.005,0.005
1780280508.016900063,-120.37696924837569,-60.24909802759092,0.005,0.005
1780280508.016900063,-120.37696924837569,-60.24909802759092,0.005,0.005
1780280508.017899990,-120.38707062804605,-60.26017527401002,0.005,0.005
1780280508.017899990,-120.38707062804605,-60.26017527401002,0.005,0.005
1780280508.018899918,-120.40727328798951,-60.27125243136666,0.005,0.005
1780280508.018899918,-120.40727328798951,-60.27125243136666,0.005,0.005
1780280508.019900084,-120.42747594659751,-60.282329589396724,0.005,0.005
1780280508.019900084,-120.42747594659751,-60.282329589396724,0.005,0.005
1780280508.020999908,-120.43757722895023,-60.282329500802746,0.005,0.005
1780280508.020999908,-120.43757722895023,-60.282329500802746,0.005,0.005
1780280508.022000074,-120.45777988809473,-60.29340665787798,0.005,0.005
1780280508.022000074,-120.45777988809473,-60.29340665787798,0.005,0.005
1780280508.023000002,-120.47798254766612,-60.3044838152971,0.005,0.005
1780280508.023000002,-120.47798254766612,-60.3044838152971,0.005,0.005
1780280508.023999929,-120.50828677545738,-60.32663831387187,0.005,0.005
1780280508.023999929,-120.50828677545738,-60.32663831387187,0.005,0.005
1780280508.025000095,-120.51838805652945,-60.3266382255131,0.005,0.005
1780280508.025000095,-120.51838805652945,-60.3266382255131,0.005,0.005
1780280508.025899887,-120.53859071652772,-60.33771538243152,0.005,0.005
1780280508.025899887,-120.53859071652772,-60.33771538243152,0.005,0.005
1780280508.026900053,-120.5486919972277,-60.33771529371295,0.005,0.005
1780280508.026900053,-120.5486919972277,-60.33771529371295,0.005,0.005
1780280508.027899981,-120.56889465765286,-60.34879245097525,0.005,0.005
1780280508.027899981,-120.56889465765286,-60.34879245097525,0.005,0.005
1780280508.028899908,-120.57899603726841,-60.35986969783257,0.005,0.005
1780280508.028899908,-120.57899603726841,-60.35986969783257,0.005,0.005
1780280508.029999971,-120.59919869641291,-60.37094685448551,0.005,0.005
1780280508.029999971,-120.59919869641291,-60.37094685448551,0.005,0.005
1780280508.030999899,-120.61940125903872,-60.37094667725137,0.005,0.005
1780280508.030999899,-120.61940125903872,-60.37094667725137,0.005,0.005
1780280508.032000065,-120.62950263833702,-60.382023923310655,0.005,0.005
1780280508.032000065,-120.62950263833702,-60.382023923310655,0.005,0.005
1780280508.032999992,-120.64970529876217,-60.39310108057296,0.005,0.005
1780280508.032999992,-120.64970529876217,-60.39310108057296,0.005,0.005
1780280508.033900023,-120.66990795785186,-60.40417823808641,0.005,0.005
1780280508.033900023,-120.66990795785186,-60.40417823808641,0.005,0.005
1780280508.034899950,-120.68000924020458,-60.40417814949243,0.005,0.005
1780280508.034899950,-120.68000924020458,-60.40417814949243,0.005,0.005
1780280508.035900116,-120.70021190025766,-60.41525530597264,0.005,0.005
1780280508.035900116,-120.70021190025766,-60.41525530597264,0.005,0.005
1780280508.036900043,-120.71031327870217,-60.42633255261103,0.005,0.005
1780280508.036900043,-120.71031327870217,-60.42633255261103,0.005,0.005
1780280508.038000107,-120.73051593949941,-60.437409709388575,0.005,0.005
1780280508.038000107,-120.73051593949941,-60.437409709388575,0.005,0.005
1780280508.039000034,-120.75071850218004,-60.43740953171621,0.005,0.005
1780280508.039000034,-120.75071850218004,-60.43740953171621,0.005,0.005
1780280508.039999962,-120.76081988062455,-60.44848677751002,0.005,0.005
1780280508.039999962,-120.76081988062455,-60.44848677751002,0.005,0.005
1780280508.040999889,-120.7810225414766,-60.459563934271635,0.005,0.005
1780280508.040999889,-120.7810225414766,-60.459563934271635,0.005,0.005
1780280508.041899920,-120.79112391997592,-60.47064118004952,0.005,0.005
1780280508.041899920,-120.79112391997592,-60.47064118004952,0.005,0.005
1780280508.042900085,-120.81132648308343,-60.470641002298755,0.005,0.005
1780280508.042900085,-120.81132648308343,-60.470641002298755,0.005,0.005
1780280508.043900013,-120.83152914393548,-60.48171815948266,0.005,0.005
1780280508.043900013,-120.83152914393548,-60.48171815948266,0.005,0.005
1780280508.044899940,-120.84163052158104,-60.49279540541735,0.005,0.005
1780280508.044899940,-120.84163052158104,-60.49279540541735,0.005,0.005
1780280508.046000004,-120.86183308506062,-60.492795228026395,0.005,0.005
1780280508.046000004,-120.86183308506062,-60.492795228026395,0.005,0.005
1780280508.046999931,-120.8719344647858,-60.50387247358499,0.005,0.005
1780280508.046999931,-120.8719344647858,-60.50387247358499,0.005,0.005
1780280508.048000097,-120.89213712569264,-60.51494962990839,0.005,0.005
1780280508.048000097,-120.89213712569264,-60.51494962990839,0.005,0.005
1780280508.049000025,-120.91233978494677,-60.526026786951775,0.005,0.005
1780280508.049000025,-120.91233978494677,-60.526026786951775,0.005,0.005
1780280508.049999952,-120.9224410673543,-60.52602669791958,0.005,0.005
1780280508.049999952,-120.9224410673543,-60.52602669791958,0.005,0.005
1780280508.050899982,-120.94264372815152,-60.53710385511942,0.005,0.005
1780280508.050899982,-120.94264372815152,-60.53710385511942,0.005,0.005
1780280508.051899910,-120.96284638777772,-60.548181012100315,0.005,0.005
1780280508.051899910,-120.96284638777772,-60.548181012100315,0.005,0.005
1780280508.052900076,-120.97294776713082,-60.55925825772139,0.005,0.005
1780280508.052900076,-120.97294776713082,-60.55925825772139,0.005,0.005
1780280508.053900003,-120.9931503310373,-60.55925808025203,0.005,0.005
1780280508.053900003,-120.9931503310373,-60.55925808025203,0.005,0.005
1780280508.055000067,-121.00325170959142,-60.57033532516941,0.005,0.005
1780280508.055000067,-121.00325170959142,-60.57033532516941,0.005,0.005
1780280508.055999994,-121.02345437044347,-60.58141248193103,0.005,0.005
1780280508.055999994,-121.02345437044347,-60.58141248193103,0.005,0.005
1780280508.056999922,-121.04365703129551,-60.59248963869265,0.005,0.005
1780280508.056999922,-121.04365703129551,-60.59248963869265,0.005,0.005
1780280508.058000088,-121.05375831247719,-60.592489549457454,0.005,0.005
1780280508.058000088,-121.05375831247719,-60.592489549457454,0.005,0.005
1780280508.058900118,-121.07396097306678,-60.60356670582741,0.005,0.005
1780280508.058900118,-121.07396097306678,-60.60356670582741,0.005,0.005
1780280508.059900045,-121.08406235321883,-60.6146439513076,0.005,0.005
1780280508.059900045,-121.08406235321883,-60.6146439513076,0.005,0.005
1780280508.060899973,-121.1042650132171,-60.625721108648314,0.005,0.005
1780280508.060899973,-121.1042650132171,-60.625721108648314,0.005,0.005
1780280508.061899900,-121.12446757637943,-60.62572093045934,0.005,0.005
1780280508.061899900,-121.12446757637943,-60.62572093045934,0.005,0.005
1780280508.062999964,-121.13456895621422,-60.63679817556379,0.005,0.005
1780280508.062999964,-121.13456895621422,-60.63679817556379,0.005,0.005
1780280508.063999891,-121.15477161669418,-60.64787533238789,0.005,0.005
1780280508.063999891,-121.15477161669418,-60.64787533238789,0.005,0.005
1780280508.065000057,-121.17497427760104,-60.65895248913358,0.005,0.005
1780280508.065000057,-121.17497427760104,-60.65895248913358,0.005,0.005
1780280508.065999985,-121.18507556000857,-60.65895240010139,0.005,0.005
1780280508.065999985,-121.18507556000857,-60.65895240010139,0.005,0.005
1780280508.066900015,-121.20527822102504,-60.67002955597066,0.005,0.005
1780280508.066900015,-121.20527822102504,-60.67002955597066,0.005,0.005
1780280508.067899942,-121.21537959995125,-60.68110680167013,0.005,0.005
1780280508.067899942,-121.21537959995125,-60.68110680167013,0.005,0.005
1780280508.068900108,-121.23558216354046,-60.681106623402755,0.005,0.005
1780280508.068900108,-121.23558216354046,-60.681106623402755,0.005,0.005
1780280508.069900036,-121.25578482450211,-60.692183779287944,0.005,0.005
1780280508.069900036,-121.25578482450211,-60.692183779287944,0.005,0.005
