t_ekf,yaw_rtk,yaw_ekf,diff_deg
1780294764.0619571,-2.6357962363618372,-2.655378393172104,1.1219749389916478
1780294764.0781415,-2.6359707692870358,-2.655379093659031,1.1120150739362278
1780294764.0980127,-2.6357962363618372,-2.6553798589552575,1.122058922180026
1780294764.1180022,-2.6359707692870358,-2.655380839542796,1.1121151057074639
1780294764.918021,-2.6359707692870358,-2.6553612478216073,1.1109925827699667
1780294764.9379866,-2.6359707692870358,-2.6553617388966355,1.1110207192965067
1780294764.9582424,-2.6359707692870358,-2.6553628134481126,1.111082286561016
1780294764.977966,-2.6359707692870358,-2.6553636271219068,1.1111289066353194
1780294764.9980056,-2.6359707692870358,-2.6553641828308274,1.1111607464111108
1780294765.018012,-2.6359707692870358,-2.6553646070618857,1.1111850530602887
1780294765.0380049,-2.6357962363618372,-2.655365423277466,1.1212318187681702
1780294765.0579965,-2.635796236361837,-2.655365309399819,1.121225294059624
1780294765.0779843,-2.6363198351374355,-2.6553640527733036,1.09115329466385
1780294765.1015494,-2.636319835137435,-2.6553622088572233,1.0910476460546996
1780294765.1180053,-2.6359707692870358,-2.6553602230802165,1.1109338694131785
1780294765.9180093,-2.6359707692870358,-2.655328937684358,1.1091413482700965
1780294765.9383585,-2.6359707692870358,-2.6553326946311966,1.1093566054677986
1780294765.958004,-2.6359707692870358,-2.655335846307901,1.1095371832413563
1780294765.9780018,-2.6359707692870358,-2.6553378960335734,1.109654623871539
1780294765.9979668,-2.6359707692870358,-2.6553384085870038,1.109683991019874
1780294766.0181582,-2.6359707692870358,-2.6553384202567494,1.1096846596470455
1780294766.0380082,-2.6359707692870358,-2.6553385615779344,1.1096927567545005
1780294766.0581238,-2.635796236361837,-2.6553390917136865,1.1197231312956437
1780294766.0856094,-2.63474903881064,-2.6553397390155915,1.1797602189628906
1780294766.101848,-2.6354471705114375,-2.655340373953631,1.1397965982328075
1780294766.1180053,-2.636319835137435,-2.655341884497079,1.0898831459971328
1780294766.9178889,-2.636319835137435,-2.6542757048062464,1.0287955495098577
1780294766.9502802,-2.636319835137435,-2.654347264257654,1.0328956040597834
1780294766.9636567,-2.636319835137435,-2.6543629359220153,1.0337935242856338
1780294766.9806552,-2.636319835137435,-2.65478049325613,1.0577177972351302
1780294766.999636,-2.636319835137435,-2.655070162395548,1.0743146163789727
1780294767.0238073,-2.6368434339130333,-2.655414227279924,1.0640280821323884
1780294767.038032,-2.6354471705114375,-2.655603994202936,1.1549009259121794
1780294767.0579748,-2.6366689009878335,-2.6559174416354536,1.1028601408946475
1780294767.0866654,-2.6378906314642294,-2.6563748817529915,1.0590695290095418
1780294767.114858,-2.6368434339130333,-2.656206320311554,1.109411669826489
1780294767.9197807,-2.6368434339130333,-2.6569393764062967,1.151412690201602
1780294767.9385567,-2.6368434339130333,-2.6569722319208786,1.153295172520874
1780294767.9586844,-2.6368434339130333,-2.6570035774577674,1.1550911394911723
1780294767.9780054,-2.6368434339130333,-2.6570328342322433,1.156767429190811
1780294767.998012,-2.6368434339130333,-2.6570664315342505,1.1586924127988463
1780294768.0208085,-2.6368434339130333,-2.6570934093058765,1.1602381252536822
1780294768.037998,-2.637192499763432,-2.6571253683070055,1.1420692411358329
1780294768.0580068,-2.6373670326886316,-2.657161968504315,1.1341662779710042
1780294768.0779948,-2.6371924997634317,-2.657192568082608,1.1459195046620976
1780294768.0995169,-2.6373670326886316,-2.6572174915780895,1.1373475157638855
1780294768.9074485,-2.6373670326886316,-2.6578961103729415,1.1762295086071584
1780294768.9279745,-2.6373670326886316,-2.6579092018419606,1.1769795945295771
1780294768.9495065,-2.6373670326886316,-2.657916561188985,1.1774012540540375
1780294768.9643638,-2.6373670326886316,-2.6579238514835866,1.1778189571661264
1780294768.9804633,-2.6373670326886316,-2.657931399817191,1.178251444824015
1780294768.998042,-2.6373670326886316,-2.6579415708465555,1.1788342018799052
1780294769.018007,-2.6373670326886316,-2.6579572329786094,1.179731575944773
1780294769.0390956,-2.6373670326886316,-2.657972608229254,1.1806125129156677
1780294769.0584488,-2.6373670326886316,-2.6579860237656883,1.1813811665332508
1780294769.0780041,-2.6373670326886316,-2.657996585375562,1.1819863022038821
