bag_ts,header_stamp,x,y,vx,vy,wz
1780294788.373066902,1780294788.358010292,-221.55317681599414,-117.47084123708197,1.3306992664952955,0.0,-0.006404707774150012
1780294788.398504972,1780294788.378818035,-221.53818345830928,-117.5060393752967,1.3485681475162434,0.0,-0.010629609762924692
1780294788.415784597,1780294788.398238897,-221.5237262655433,-117.5401734066155,1.3689992708847378,0.0,-0.0026094834851227676
1780294788.431331158,1780294788.418040037,-221.50900699499354,-117.57400070498788,1.380893641311801,0.0,0.010596393460726456
1780294788.458290815,1780294788.438004494,-221.4937718421228,-117.60966843055137,1.3859726373041505,0.0,0.010351244544333565
1780294788.470264435,1780294788.460203409,-221.47795331264527,-117.64475218024745,1.3878601057965292,0.0,0.01021115942652373
1780294788.490330219,1780294788.478032827,-221.46451326586865,-117.67509956575418,1.3924964314454702,0.0,-0.015114675567269812
1780294788.512236357,1780294788.502597570,-221.44661038895197,-117.71448496519184,1.3960276109416374,0.0,-0.01452690566079789
1780294788.525436878,1780294788.518294811,-221.4340001839159,-117.74327533796863,1.3969241743644834,0.0,-0.014526905652219627
1780294788.557422638,1780294788.538033009,-221.41780446809557,-117.78022679338551,1.4038916112693562,0.0,-0.0032325312555319605
1780294788.566289663,1780294788.558827877,-221.4013572675602,-117.81772213804035,1.405760649248022,0.0,-0.0032325311322150612
1780294788.592589617,1780294788.577992439,-221.38500844934617,-117.85601072410934,1.4105575074593515,0.0,-0.018619059919560872
1780294788.609027147,1780294788.598444700,-221.36794529813054,-117.89575038907367,1.4132617919402222,0.0,-0.011053438972546788
1780294788.628364563,1780294788.618012428,-221.351486063716,-117.93428160171372,1.415712387114468,0.0,-0.0061020023946384925
1780294788.652345181,1780294788.638006449,-221.33447762945877,-117.97410518370192,1.4171222061315483,0.0,0.001927687583203103
1780294788.666127443,1780294788.658011913,-221.31708693512448,-118.01552860406352,1.4158776378149542,0.0,-0.00573750410768911
1780294788.692386150,1780294788.678175211,-221.29867998524685,-118.05985603527495,1.4102460591981025,0.0,-0.005869295851790403
1780294788.711359739,1780294788.698034525,-221.280906371734,-118.1029407850322,1.4063751503970037,0.0,-0.011196133088583752
1780294788.736306429,1780294788.718012571,-221.26258514702224,-118.14796316356653,1.4040177222852848,0.0,-0.003403123861268476
1780294788.753035784,1780294788.738302469,-221.24490777219904,-118.19097619834352,1.4041123175274461,0.0,-0.004143488072504861
1780294788.784723282,1780294788.764309645,-221.22320657516963,-118.24319098683353,1.404663439777691,0.0,0.003226631447670821
1780294788.803065777,1780294788.786469460,-221.20502323298092,-118.28670061783511,1.4100285989023724,0.0,-0.019605597933123622
1780294788.817425966,1780294788.806116104,-221.1892401720367,-118.32447011574291,1.4111871017550905,0.0,-0.01960559799361396
1780294788.833214998,1780294788.819814682,-221.17750239322993,-118.35295295458054,1.4111871017551099,0.0,-0.01960559799361396
1780294788.852552414,1780294788.837997198,-221.16273741107432,-118.38799748821381,1.4273755284960974,0.0,0.0030140428598797696
1780294788.868982553,1780294788.861854553,-221.14508275914096,-118.42881573813527,1.4365454265172477,0.0,-0.0020955710089858126
1780294788.888158321,1780294788.878021955,-221.13044561981954,-118.46453601388576,1.4300432616676688,0.0,-0.004653455885205716
1780294788.915640354,1780294788.898009777,-221.1115480420704,-118.51152106366021,1.417656367380482,0.0,-0.0046339343582942555
1780294788.937639713,1780294788.917979956,-221.09295820952792,-118.55771383987226,1.4088755641867974,0.0,0.00202374328779055
1780294788.953052759,1780294788.937967300,-221.07479702817363,-118.60288927373782,1.385655386269695,0.0,-0.00819541806631452
1780294788.982167482,1780294788.957997084,-221.05686626016143,-118.64749332899618,1.3750087401070172,0.0,-0.01723696522809641
1780294789.010400534,1780294788.985226393,-221.03603452335787,-118.69738658484744,1.3731487421978392,0.0,-0.013938646686608422
1780294789.022324800,1780294789.013610125,-221.01537680164247,-118.7458855382559,1.4019854819218962,0.0,-0.00027126579545398363
1780294789.033711910,1780294789.023507595,-221.00613895363182,-118.76855218971272,1.407306583489077,0.0,-0.0002712657817919001
1780294789.051851749,1780294789.037985325,-221.0109239865381,-118.76386457108126,1.3991094051614124,0.0,-0.005659860411357939
1780294789.068918943,1780294789.058011293,-221.02428078502288,-118.74285407462582,1.4019833139512643,0.0,-0.004899830018202107
1780294789.093348980,1780294789.077993155,-221.0513771078735,-118.69487292228207,1.4101646075273258,0.0,-0.0005443052302128038
1780294789.120250702,1780294789.098089457,-221.07868475319688,-118.6468594123343,1.4190549493185958,0.0,-0.004769115283269973
1780294789.138247728,1780294789.123893499,-221.09034763085225,-118.63062512803423,1.4211242924511083,0.0,-0.004769115302906305
1780294789.150088310,1780294789.142901421,-221.09741547437778,-118.62229734596359,1.4158241543773393,0.0,-0.026607511396192895
1780294789.174530506,1780294789.158411264,-221.10130663271403,-118.61958858683185,1.3879546350552665,0.0,-0.02176455941566683
1780294789.187685013,1780294789.178459406,-221.09721347507872,-118.6330834194337,1.367317882071737,0.0,-0.006525571926607698
1780294789.212980986,1780294789.199165344,-221.0901078874904,-118.6533613244413,1.3570550488618807,0.0,0.00257431901755674
1780294789.243696451,1780294789.227190733,-221.07846912863064,-118.6842177580632,1.3627114371144742,0.0,-0.0024241814290014065
1780294789.265235424,1780294789.243955612,-221.07148194743894,-118.70408885314575,1.3894993390291699,0.0,-0.009277670740640022
1780294789.270677090,1780294789.262366772,-221.06275911661257,-118.72711305461608,1.395060859950735,0.0,-0.009277670749158362
1780294789.302114487,1780294789.278138161,-221.05477917948582,-118.74814807991513,1.4012871692663786,0.0,-0.006513808196765152
1780294789.313539267,1780294789.303235292,-221.04072697290982,-118.78170294720992,1.4036686198692323,0.0,-0.006513808171546686
1780294789.328376293,1780294789.318561792,-221.03099595712519,-118.80515123205765,1.3939250418710492,0.0,-0.02111116347539052
1780294789.352998734,1780294789.338120222,-221.01711172754693,-118.83785482701121,1.3872377643763676,0.0,-0.02690749930826187
1780294789.374656439,1780294789.358152151,-221.0027359498818,-118.87176502906108,1.3835298332850845,0.0,-0.020172830322377662
1780294789.398351431,1780294789.378088713,-220.9882781109055,-118.90568418642715,1.3770776029548097,0.0,-0.009263232634727642
1780294789.407160521,1780294789.398202181,-220.97420128155852,-118.93878679858761,1.3748960554025849,0.0,-0.009263232571661277
1780294789.425302029,1780294789.418121815,-220.95968208290296,-118.97270903140706,1.3766567596179509,0.0,-0.023834502176077802
1780294789.449644327,1780294789.438037395,-220.94495464094712,-119.00717918216368,1.3844651847512315,0.0,-0.015876233214671024
1780294789.473895788,1780294789.458010197,-220.9293358977754,-119.04395773587527,1.393809424235329,0.0,-0.013900489109849503
1780294789.494200230,1780294789.484598160,-220.9109603942281,-119.08718714134844,1.3963436177779123,0.0,-0.013900489086739225
1780294789.505268812,1780294789.498003721,-220.89932145416952,-119.11489175642697,1.4061834175867085,0.0,-0.024451557347429702
1780294789.528428078,1780294789.518160343,-220.88285770896564,-119.15396301973313,1.4112986790903173,0.0,-0.02028831871657162
1780294789.554445267,1780294789.539158583,-220.865057608991,-119.19633254694006,1.4140878032160389,0.0,-0.026785745033078994
1780294789.568382502,1780294789.558218241,-220.849125310413,-119.23428120398124,1.4148228678120964,0.0,-0.028679090835890198
1780294789.594789743,1780294789.578432560,-220.83168637699032,-119.27602313394344,1.4149314833352913,0.0,-0.04190592060066916
1780294789.618308544,1780294789.598277330,-220.81499663609407,-119.31608314161979,1.40644841385052,0.0,-0.031521599857989246
1780294789.634562492,1780294789.618263245,-220.80017492214188,-119.3517447173217,1.403212285669417,0.0,-0.03152159979903857
1780294789.664111137,1780294789.638789892,-220.78607179920786,-119.38568725837473,1.395741247923437,0.0,-0.024637894926445428
1780294789.673425913,1780294789.667141438,-220.76842389673112,-119.42811868990059,1.3936674440050467,0.0,-0.02463789484592555
1780294789.685111523,1780294789.677985191,-220.76034757377778,-119.44761438208998,1.403045178004166,0.0,-0.029273194845568288
1780294789.721523762,1780294789.698017120,-220.74544292863047,-119.48356999539163,1.4060582566989104,0.0,-0.017446061218931438
1780294789.739596367,1780294789.727074385,-220.7258957608633,-119.53074172528203,1.4065634785792798,0.0,-0.01744606098560948
1780294789.764956474,1780294789.752777815,-220.70749780970743,-119.5750779573439,1.444606331652878,0.0,-0.019714268889829457
1780294789.777694941,1780294789.767880678,-220.69417606373736,-119.60732515685486,1.450658273751321,0.0,-0.01971426889350963
1780294789.803249359,1780294789.786501169,-220.67988985707734,-119.6419682713682,1.450658273751359,0.0,-0.01971426889350963
1780294789.819671154,1780294789.807342291,-220.6654550499364,-119.67688420103401,1.4540082305097684,0.0,-0.022885423028869617
1780294789.832209826,1780294789.822335720,-220.654368988845,-119.70375343532848,1.4547758914238746,0.0,-0.02288542303470102
1780294789.853205681,1780294789.837990046,-220.64281721399445,-119.73186002251671,1.454865532386931,0.0,-0.013739409873187853
1780294789.872130394,1780294789.858063221,-220.62866625844032,-119.76632062869658,1.4549396878337688,0.0,0.0036398158619690563
1780294789.899456739,1780294789.878135681,-220.6135113087999,-119.80329726734236,1.4567213655689497,0.0,-0.0022714444260250096
1780294789.912975073,1780294789.904288769,-220.59598488717555,-119.84604076277799,1.4574137941714123,0.0,-0.002271444453249955
1780294789.926507235,1780294789.918012619,-220.58408820224133,-119.87509414105752,1.462775094736742,0.0,-0.02170979891573775
1780294789.954144001,1780294789.938006401,-220.56578307708216,-119.9198313892137,1.4735752952554184,0.0,-0.003176855420319362
1780294789.971631050,1780294789.957979441,-220.54743245783658,-119.96467605216836,1.480534676984697,0.0,-0.0012849599140019345
1780294789.991398335,1780294789.978010416,-220.5290878169064,-120.00955229440422,1.4826624007438414,0.0,-0.017113169073047885
1780294790.009877205,1780294789.998008013,-220.50871433535264,-120.05956036940677,1.4870678622247462,0.0,-0.012723296585116468
1780294790.031879902,1780294790.018007278,-220.4875535832911,-120.1117478652679,1.4923523138024404,0.0,-0.0037373791055090224
1780294790.054149151,1780294790.038008690,-220.50330879371901,-120.07602583718152,1.4845290986832063,0.0,-0.01941510459662913
1780294790.072539330,1780294790.058712721,-220.51958379560605,-120.03891752257437,1.4924790178608753,0.0,-0.028138033667032096
1780294790.090742826,1780294790.077996016,-220.53583260098264,-120.00128312993904,1.4957881047176205,0.0,-0.025735834677144322
1780294790.111082315,1780294790.099092484,-220.54640797957813,-119.97701197260564,1.5041244730758472,0.0,0.009739523567535019
1780294790.139891386,1780294790.118065357,-220.55484232764914,-119.95767552586854,1.5160945268081418,0.0,0.004802532784480821
1780294790.152608395,1780294790.140296221,-220.54982338950265,-119.97058688097813,1.51853355661538,0.0,0.004802532770254911
1780294790.202197790,1780294790.167825699,-220.54004304207905,-119.99504995776067,1.5256548251129844,0.0,-0.02679547029734645
1780294790.217682362,1780294790.208101273,-220.52060362348172,-120.04313958995732,1.5280692967276324,0.0,-0.026795470415996864
1780294790.255867243,1780294790.230050325,-220.51047973664942,-120.0682252099302,1.5172645762922579,0.0,0.007216598035376977
1780294790.278546810,1780294790.258605480,-220.49436301890205,-120.1078027520842,1.515846564654003,0.0,0.007216598101677958
1780294790.287586689,1780294790.281244516,-220.48098709257738,-120.14060706070117,1.5495871638595653,0.0,0.0004936632540837255
1780294790.316906929,1780294790.301415682,-220.46711559222928,-120.17442614952023,1.5611971135497156,0.0,0.020404947510740182
1780294790.336958647,1780294790.319616556,-220.45382151538539,-120.20655283894037,1.562820621917249,0.0,0.02040494760085774
1780294790.358929873,1780294790.343322515,-220.43697340291249,-120.24746206068698,1.5958219947154895,0.0,-0.02254718222471495
1780294790.375817537,1780294790.368898392,-220.41854018395026,-120.29220317417621,1.6051940288856292,0.0,-0.022547182332700238
1780294790.392445803,1780294790.382094383,-220.40677764052873,-120.32016976152599,1.6076776805829962,0.0,0.04398351883300229
1780294790.411542416,1780294790.397996664,-220.39326481028925,-120.35229532415158,1.6058447899176727,0.0,0.04754038686349292
1780294790.429862261,1780294790.418027401,-220.37581954318395,-120.39381839717284,1.6037509191737664,0.0,-0.0002974237474681063
1780294790.454197884,1780294790.438012600,-220.3564521324134,-120.43970882629533,1.610564933822513,0.0,-0.0247577632591876
1780294790.472298622,1780294790.458431244,-220.33587283357477,-120.48855008871429,1.623925170776211,0.0,0.018928943806922272
1780294790.542166948,1780294790.478011131,-220.31521132706,-120.53751744152947,1.6320545769001136,0.0,0.025780173053461086
1780294790.566744089,1780294790.546993017,-220.26574219741437,-120.65718962089022,1.6335971679351766,0.0,0.02578017312969981
1780294790.578230619,1780294790.561627865,-220.25067637866854,-120.69280532335682,1.6060827167406655,0.0,0.015949280830774747
1780294790.592787266,1780294790.578488350,-220.23599633563558,-120.72776922713095,1.6041823500218544,0.0,0.0159492808282404
1780294790.612493753,1780294790.598005533,-220.21839203790236,-120.7697966007026,1.6171171966988769,0.0,-0.012798143743173764
1780294790.632054806,1780294790.618135691,-220.19919191196539,-120.81574950437893,1.6400111467761214,0.0,0.0068830651833112315
1780294790.653776169,1780294790.637994289,-220.17790959267526,-120.86652864268311,1.654275304039803,0.0,0.03273928019338975
1780294790.676659584,1780294790.657983303,-220.1566916225596,-120.91717911191805,1.6926312429930015,0.0,0.01493444064926163
1780294790.693451643,1780294790.678299904,-220.13441804757602,-120.97021296728514,1.7108750767564898,0.0,0.009876077059485773
1780294790.709802866,1780294790.698247910,-220.11353124655528,-121.01999213556802,1.7234103156052512,0.0,-0.014405580342982824
1780294790.731656075,1780294790.717975378,-220.09376138241106,-121.06713121198041,1.731170523705891,0.0,0.018847006259021616
1780294790.747831821,1780294790.737998486,-220.07466100076914,-121.11265994945362,1.7303228695944926,0.0,0.028880466061329373
1780294790.774996281,1780294790.758344650,-220.05395443630016,-121.16180391890612,1.7282743477689637,0.0,0.012405613581137547
1780294790.789129019,1780294790.778051138,-220.033812343707,-121.20955891818262,1.7184334218478878,0.0,-0.001455310010521389
1780294790.816515446,1780294790.797985077,-220.01362863429551,-121.25740880145271,1.7113807187173202,0.0,0.0208348299475958
1780294790.837396383,1780294790.819507599,-219.99375781663707,-121.30463943829177,1.710034800209091,0.0,0.020834830054111974
1780294790.862864733,1780294790.842078447,-219.9730229545064,-121.35388532167404,1.7129163994236143,0.0,0.026150476354560075
1780294790.868735075,1780294790.858983994,-219.95688700258975,-121.39218651610135,1.7136815741685578,0.0,0.02615047637366445
1780294790.897016764,1780294790.878316879,-219.93870731689557,-121.43535341531194,1.7300071861934059,0.0,0.007806484764278893
1780294790.917658329,1780294790.904820204,-219.9170253074993,-121.48698067164861,1.7343927624341926,0.0,0.007806484692933821
1780294790.944751978,1780294790.927759409,-219.89598612947964,-121.53682525187473,1.7499228807168765,0.0,0.05524137077683947
1780294790.962688684,1780294790.956311464,-219.87076660404747,-121.59652357127483,1.7534350218866175,0.0,0.05524137084500265
1780294790.978054523,1780294790.968651295,-219.8572212320623,-121.62840541690925,1.7854011569123907,0.0,0.03225718618455496
1780294790.989843845,1780294790.979925632,-219.84431022445105,-121.65874047764342,1.7957482943511662,0.0,0.03225718604945924
1780294791.011895180,1780294790.998004675,-219.8251517563083,-121.70378176298588,1.8047340508297525,0.0,0.03236170735769197
1780294791.026145935,1780294791.018007994,-219.80304213187787,-121.75565145679103,1.7957976469486159,0.0,0.04608691877495091
1780294791.062980890,1780294791.039144516,-219.79852576636395,-121.76418078210645,1.7794106497602158,0.0,0.041797436406883166
1780294791.074297905,1780294791.063140631,-219.79084618681318,-121.7801976063477,1.7751854225566133,0.0,0.04179743630741245
1780294791.104903936,1780294791.078219175,-219.80015330004514,-121.75504164454826,1.7621508497988594,0.0,0.013696154349255685
1780294791.117878199,1780294791.100875854,-219.80137360086275,-121.74932821601666,1.759368530210264,0.0,0.013696154298257516
1780294791.131825447,1780294791.125986099,-219.80483579655242,-121.73776506958798,1.7983598333049273,0.0,0.03914299121015821
1780294791.147291660,1780294791.138274670,-219.81001659739465,-121.72267430352834,1.820335659195672,0.0,0.007191801746579733
1780294791.167405844,1780294791.159041405,-219.80868956605127,-121.7224820790656,1.838367289083726,0.0,0.015070628448790594
1780294791.191395044,1780294791.178378105,-219.80448681367614,-121.72871576287507,1.8532335145225336,0.0,0.034200617945216304
1780294791.213368416,1780294791.198616266,-219.79740454937138,-121.74162160222316,1.8591740993575145,0.0,0.04274870892069632
1780294791.238065004,1780294791.219106436,-219.78650546033762,-121.76376441324457,1.846254028884851,0.0,0.0160948824075238
1780294791.249330759,1780294791.239442587,-219.77378888614885,-121.79087377675879,1.8409038616622064,0.0,0.0160948822867593
1780294791.273510456,1780294791.258342028,-219.7597450375325,-121.82073061744185,1.8271641254729027,0.0,0.020360137893390234
1780294791.309206486,1780294791.279195309,-219.7428150936181,-121.85796287927951,1.8201151126801995,0.0,0.0417318630781173
1780294791.330255270,1780294791.317360878,-219.71324595096698,-121.92436804626809,1.8188420529543694,0.0,0.04173186363330326
1780294791.346785784,1780294791.335959196,-219.6966851632682,-121.96075174496902,1.8255072218585402,0.0,0.014510360772085985
1780294791.375555754,1780294791.348124266,-219.68377536477854,-121.98833359425429,1.826557320078626,0.0,0.014510360745378493
1780294791.384812832,1780294791.378340960,-219.65859634109628,-122.0443637289434,1.828311301381744,0.0,0.050364810532150715
1780294791.410130501,1780294791.398233652,-219.638239688072,-122.08833311347546,1.8325316504305829,0.0,0.03308388112108565
1780294791.441361427,1780294791.417989731,-219.61362944743263,-122.14059407317033,1.8341725455179725,0.0,0.02680744042561369
1780294791.468170881,1780294791.453943491,-219.57894888994937,-122.2158921610024,1.8344351113928852,0.0,0.026807440396179986
1780294791.480526924,1780294791.471034050,-219.5583027809859,-122.25964368729794,1.8289637952729527,0.0,0.03549434558739609
1780294791.497649193,1780294791.482427597,-219.54113952571913,-122.29528556106924,1.8281313086491167,0.0,0.03549434559555823
1780294791.515186071,1780294791.497970343,-219.52197898065953,-122.33594210300895,1.8262349881017952,0.0,0.0173458038470157
1780294791.525073767,1780294791.518556118,-219.5007909231625,-122.38165628743049,1.8237751728284763,0.0,0.020030532140170944
1780294791.550012112,1780294791.541749716,-219.47639676854814,-122.43407932461001,1.8221327095288173,0.0,0.037536929668858625
1780294791.565551043,1780294791.558006525,-219.45536926211878,-122.47874370076278,1.8223861002828596,0.0,0.03279165491393322
1780294791.588290453,1780294791.578015804,-219.4283550338988,-122.53604874844179,1.8227527838065332,0.0,0.008114291702115434
1780294791.607453585,1780294791.598010063,-219.39888283924265,-122.59821752082075,1.8281790633555484,0.0,-0.007107890354347151
1780294791.629782677,1780294791.618122339,-219.36768235295705,-122.66358655890629,1.8314836436006958,0.0,0.02384717413787967
1780294791.655179024,1780294791.638015270,-219.3358650205069,-122.73010788504651,1.8324219178084447,0.0,0.050182196476706166
1780294791.676118612,1780294791.657985687,-219.30681654505565,-122.79076474119952,1.8278750174677632,0.0,0.036973540298160544
1780294791.712750435,1780294791.678899527,-219.27988958777902,-122.84721164710868,1.8211230832276468,0.0,-0.00039125247911279276
1780294791.726502657,1780294791.717912674,-219.24247862472953,-122.92681820517404,1.8192328951490213,0.0,-0.00039125269644559144
1780294791.758077383,1780294791.737998009,-219.22003149700896,-122.9743360244441,1.8021823092096638,0.0,0.017164481960248102
1780294791.766073942,1780294791.757999897,-219.1990657645552,-123.01885358861536,1.7978497961234357,0.0,-0.007884011110415548
1780294791.787756205,1780294791.778058529,-219.17642825576684,-123.06683141834563,1.791973016903083,0.0,0.015659759439675295
1780294791.817282438,1780294791.798803091,-219.15041436518865,-123.12175597674359,1.7898557969426732,0.0,0.023794779710382238
1780294791.843325615,1780294791.819704056,-219.1210285664183,-123.18339628393838,1.786698072440247,0.0,0.046207571483822124
1780294791.871777296,1780294791.839150906,-219.0957706098693,-123.23636731667764,1.785589654670982,0.0,0.04620757157958049
1780294791.888005972,1780294791.873152971,-219.059712129063,-123.31214884322559,1.7917654212575838,0.0,0.03233937255464469
1780294791.902996302,1780294791.887156725,-219.04002460852595,-123.35303954469825,1.7927115535388112,0.0,0.032339372538324425
1780294791.910714388,1780294791.898547888,-219.02566582986913,-123.38287028269384,1.7927115535388116,0.0,0.032339372538324425
1780294791.927234888,1780294791.918004274,-219.00559396188257,-123.42486085989151,1.7935059271966962,0.0,0.03321833877688365
1780294791.958562851,1780294791.938210487,-218.98046118276525,-123.47730502979115,1.7934149165993831,0.0,0.017366327960184908
1780294791.975733757,1780294791.961071014,-218.9548716841523,-123.53076679953801,1.7932932126162482,0.0,0.0173663278306644
1780294791.990311861,1780294791.980494022,-218.93183409752146,-123.57881602239732,1.7901543876805013,0.0,0.029096446230869506
1780294792.012840509,1780294792.001840353,-218.90645817493902,-123.63167936315857,1.7713430076506997,0.0,0.0381593419820844
1780294792.029208183,1780294792.017994881,-218.88620407089857,-123.67384274458107,1.7512064538961192,0.0,0.027696099636265625
1780294792.049757719,1780294792.037964106,-218.88814784211374,-123.66739826134105,1.7348298660527364,0.0,0.018704102595992228
1780294792.076723099,1780294792.057931185,-218.90532269766658,-123.62737493724259,1.7259513614532578,0.0,0.018704102516063977
1780294792.091193914,1780294792.081369638,-218.9269927418863,-123.57748385203865,1.7280331178168002,0.0,0.030369781366679196
1780294792.118630409,1780294792.098351955,-218.96785320411018,-123.48607708465057,1.732449015322693,0.0,0.031096690056751225
1780294792.127484322,1780294792.119246960,-218.98836312389076,-123.43934464706768,1.7331559779235004,0.0,0.03109669005982066
1780294792.148768187,1780294792.138003826,-219.00407549192917,-123.40307041978217,1.7386231459590367,0.0,0.01674391482775264
1780294792.173608780,1780294792.158019066,-219.00974495084105,-123.38872071123967,1.7419040039050924,0.0,0.05372470402758874
1780294792.202588797,1780294792.177996635,-219.00825186881062,-123.38988446632769,1.7421991790807358,0.0,0.052236157999184615
1780294792.210461378,1780294792.203816414,-218.99493384159,-123.41636184568002,1.742108677882505,0.0,0.05223615799486687
1780294792.232120275,1780294792.218399763,-218.98923395989166,-123.42710732981087,1.733331805075253,0.0,0.02549082027827829
1780294792.248333693,1780294792.238007784,-218.97598618829204,-123.45367044575607,1.7243475186944222,0.0,0.04625705192314369
1780294792.286009789,1780294792.276670218,-218.9464037547692,-123.51389852204454,1.7182611211900727,0.0,0.04489742335194295
1780294792.301358461,1780294792.286040545,-218.9381262289297,-123.53037658791355,1.7128860714045278,0.0,0.02624310107395541
1780294792.306477785,1780294792.298069715,-218.92795491845473,-123.55074124822363,1.712119672889352,0.0,0.026243101035356747
1780294792.332090378,1780294792.323528290,-218.907077807531,-123.59271085727117,1.7168569256238047,0.0,0.06170185604477081
1780294792.344586611,1780294792.338230848,-218.89389573393987,-123.61897680738159,1.7180370337803692,0.0,0.061701856231573364
1780294792.367561340,1780294792.358012676,-218.87486497833928,-123.6565600126294,1.7188072565437875,0.0,0.020273501428825787
1780294792.391321898,1780294792.378318310,-218.85434057513285,-123.69690748015891,1.7173397040857739,0.0,0.026384606685581194
1780294792.415664434,1780294792.398508787,-218.83368991906895,-123.73741701175787,1.7073433764986186,0.0,0.04148765613788619
1780294792.431466103,1780294792.419519901,-218.81243774294617,-123.77921500126105,1.7002979056538934,0.0,0.0248482979220775
1780294792.447742224,1780294792.438003302,-218.7934139304914,-123.81660369698297,1.6758267192792198,0.0,-0.006228505894931988
1780294792.471103668,1780294792.458286762,-218.77210868516482,-123.85875421092405,1.6616487652470022,0.0,-0.004189449491305399
1780294792.488604546,1780294792.478256464,-218.75156003753347,-123.89956111565728,1.6569572023083783,0.0,0.0305241091255915
1780294792.510809898,1780294792.497987509,-218.73094753537197,-123.94040331299279,1.6676434194309449,0.0,0.050243815741102794
1780294792.538190842,1780294792.523866177,-218.70453016238756,-123.99265651207845,1.6720779756301263,0.0,0.05024381585580933
1780294792.558188677,1780294792.541584015,-218.68398662204484,-124.03304265235943,1.6981334383950917,0.0,0.015297777898234055
1780294792.568639278,1780294792.558995962,-218.66493909672573,-124.0705042277308,1.70329281770412,0.0,0.015297777780145344
1780294792.587526083,1780294792.578156948,-218.6421974699519,-124.11514634900306,1.7066700298706314,0.0,0.04249780438127154
1780294792.616841078,1780294792.600558043,-218.61597907265772,-124.16652101559094,1.711457757253293,0.0,0.024374900049903957
1780294792.629820824,1780294792.618319988,-218.5955015741575,-124.20663360163798,1.7128302027624904,0.0,0.02437489993539872
1780294792.665080547,1780294792.641133070,-218.57021410409968,-124.25610837008136,1.70495161042342,0.0,0.018217799210270277
1780294792.681822777,1780294792.672582150,-218.53836080291083,-124.3184658349975,1.7027916422380236,0.0,0.01821779919628994
1780294792.691984177,1780294792.681478977,-218.52703198483033,-124.3404013710734,1.6676292844750988,0.0,0.057434878222577104
1780294792.713570833,1780294792.698056459,-218.50806571691706,-124.37743328195903,1.658124286434669,0.0,0.04023246073858648
1780294792.726796865,1780294792.718008041,-218.4854142007443,-124.42157782499334,1.6679346962041464,0.0,0.026237981851241196
1780294792.760944128,1780294792.738226891,-218.4605711962197,-124.47011044052495,1.6848062870697604,0.0,0.04576133488039843
1780294792.775725842,1780294792.759618998,-218.43637897354085,-124.51733177539533,1.6894107963607214,0.0,0.04576133499417018
1780294792.791455030,1780294792.778454781,-218.41197915396322,-124.56490065730405,1.6996284298508322,0.0,0.01428491251191464
1780294792.808663368,1780294792.797988892,-218.3888828362539,-124.60985196638383,1.7044251629489076,0.0,0.012522113998402898
1780294792.833872318,1780294792.818954706,-218.36372511713418,-124.65888398097343,1.694559823245344,0.0,0.040284414880299234
1780294792.848436356,1780294792.838047504,-218.34252029212288,-124.7000873579094,1.6547313748455417,0.0,0.05942948287506044
1780294792.875272989,1780294792.859013796,-218.3179524504099,-124.74776776734124,1.6291274894018053,0.0,0.0413059840409882
1780294792.895164013,1780294792.877971411,-218.29583775557876,-124.79054706400663,1.6218256796655512,0.0,0.016493837638392496
1780294792.913296700,1780294792.898087978,-218.2726528710581,-124.83538447276746,1.637426491157214,0.0,0.019335514227027343
1780294792.929330349,1780294792.918001413,-218.2504253930078,-124.8782330509956,1.6524664259455237,0.0,0.04205924065030341
1780294792.959743738,1780294792.937997103,-218.22791013099857,-124.92164016765706,1.6623064464267638,0.0,0.040286055793762966
1780294792.973257065,1780294792.958160639,-218.20576144127745,-124.96417975867793,1.6821507999013092,0.0,0.030688671516078216
1780294792.988228559,1780294792.978439808,-218.18321081809944,-125.00749357371285,1.6954291446559766,0.0,0.03835524716645048
1780294793.020117044,1780294792.998005867,-218.15823239004794,-125.0554231162066,1.6912702304951646,0.0,0.036771926431952776
1780294793.038123131,1780294793.018067837,-218.1344302486406,-125.1009936313361,1.688699086702166,0.0,0.03677192641409118
1780294793.057199478,1780294793.047716379,-218.1210698595449,-125.12508828535083,1.6561231984222171,0.0,0.03924156825132953
1780294793.074905157,1780294793.062281609,-218.11973024703101,-125.12636436525858,1.6474166592635566,0.0,0.039241568256192856
1780294793.084782124,1780294793.077992201,-218.1334647846132,-125.09796055265923,1.6098284209331526,0.0,0.03576297536345487
1780294793.111378908,1780294793.098005533,-218.15700839862635,-125.04965687783196,1.6025574663498752,0.0,0.03709648664538861
1780294793.137704372,1780294793.127212286,-218.16992013216887,-125.0217950554636,1.6238978442722605,0.0,0.03367148593880801
1780294793.153467178,1780294793.137997627,-218.18644624335636,-124.98811999344515,1.6434912733224747,0.0,0.027984533079183225
1780294793.173005581,1780294793.157961607,-218.190373239644,-124.97876535517815,1.646467068979294,0.0,0.027984533048253626
1780294793.192461729,1780294793.181387663,-218.18609971669642,-124.98523508360684,1.666767546365716,0.0,0.01672946800601717
1780294793.209451675,1780294793.203141689,-218.1768478547332,-125.00176298016243,1.6803145291105848,0.0,0.010184373591799903
1780294793.228513479,1780294793.218151808,-218.1714970701744,-125.01116806309999,1.6683323021327217,0.0,0.013327702623963222
1780294793.249620676,1780294793.237993717,-218.1608438133311,-125.03074951785098,1.6500046160778399,0.0,0.01807347063608774
1780294793.276168585,1780294793.257967949,-218.14959688738685,-125.05147241143685,1.6370438970557273,0.0,0.016640859743448685
