bag_ts,header_stamp,steering_tire_angle
1780294785.324508429,1780294785.324052572,19.489999771118164
1780294785.347086191,1780294785.346574068,19.489999771118164
1780294785.368650436,1780294785.368335009,19.489999771118164
1780294785.381066322,1780294785.380515575,19.489999771118164
1780294785.404961824,1780294785.403569698,19.489999771118164
1780294785.427207947,1780294785.426463127,19.489999771118164
1780294785.448438168,1780294785.441945791,19.489999771118164
1780294785.466122627,1780294785.464077711,19.489999771118164
1780294785.487401724,1780294785.486749172,19.489999771118164
1780294785.501276970,1780294785.498734951,19.489999771118164
1780294785.523310184,1780294785.522835016,19.489999771118164
1780294785.545359135,1780294785.544607162,19.489999771118164
1780294785.566856861,1780294785.566528082,19.489999771118164
1780294785.579503536,1780294785.579088211,19.489999771118164
1780294785.603777885,1780294785.601479530,19.489999771118164
1780294785.624363661,1780294785.623876572,19.489999771118164
1780294785.645822287,1780294785.645330906,19.489999771118164
1780294785.667858362,1780294785.667459726,19.489999771118164
1780294785.679850817,1780294785.679344654,19.489999771118164
1780294785.702959061,1780294785.702323198,19.489999771118164
1780294785.725291729,1780294785.724487782,19.43000030517578
1780294785.747571707,1780294785.746332169,19.43000030517578
1780294785.759500027,1780294785.758311272,19.3799991607666
1780294785.782108784,1780294785.781623363,19.3799991607666
1780294785.804471731,1780294785.803334236,19.239999771118164
1780294785.826928139,1780294785.826585054,19.1299991607666
1780294785.840546608,1780294785.839417458,19.1299991607666
1780294785.863903761,1780294785.861750841,18.8700008392334
1780294785.885037184,1780294785.884465456,18.559999465942383
1780294785.909289360,1780294785.906378031,18.559999465942383
1780294785.921006680,1780294785.920278549,18.40999984741211
1780294785.946363688,1780294785.945667744,18.0
1780294785.967904806,1780294785.967544317,18.0
1780294785.979811192,1780294785.979435921,17.790000915527344
1780294786.006221533,1780294786.001614571,17.329999923706055
1780294786.025063038,1780294786.024723291,17.329999923706055
1780294786.047361612,1780294786.046771765,17.110000610351562
1780294786.061069965,1780294786.060668945,17.110000610351562
1780294786.085055113,1780294786.083707809,16.59000015258789
1780294786.109463453,1780294786.105779886,16.030000686645508
1780294786.120978832,1780294786.118567944,16.030000686645508
1780294786.141855001,1780294786.140382767,15.760000228881836
1780294786.166973114,1780294786.162494898,15.229999542236328
1780294786.185884953,1780294786.185428381,15.229999542236328
1780294786.209705591,1780294786.207400799,14.90999984741211
1780294786.222168207,1780294786.221227169,14.239999771118164
1780294786.244251966,1780294786.243872166,14.239999771118164
1780294786.266632080,1780294786.266281128,13.899999618530273
1780294786.278820753,1780294786.278392076,13.899999618530273
1780294786.302833319,1780294786.301932096,13.149999618530273
1780294786.328228235,1780294786.326685905,12.829999923706055
1780294786.339246750,1780294786.338753462,12.829999923706055
1780294786.361016750,1780294786.360400200,12.109999656677246
1780294786.383762360,1780294786.383411884,11.449999809265137
1780294786.406399012,1780294786.405944824,11.449999809265137
1780294786.422427177,1780294786.421927214,11.100000381469727
1780294786.447085142,1780294786.446034193,10.399999618530273
1780294786.464099407,1780294786.463433504,10.399999618530273
1780294786.486570120,1780294786.485396385,10.029999732971191
1780294786.503304243,1780294786.502582312,9.289999961853027
1780294786.525514603,1780294786.525176525,9.289999961853027
1780294786.541318655,1780294786.541092157,8.899999618530273
1780294786.564525366,1780294786.562653780,8.899999618530273
1780294786.585877180,1780294786.584996223,8.140000343322754
1780294786.609991312,1780294786.609629154,7.349999904632568
1780294786.624313354,1780294786.623638391,7.349999904632568
1780294786.646788836,1780294786.646022797,6.989999771118164
1780294786.660348177,1780294786.659384727,6.269999980926514
1780294786.684947491,1780294786.682125330,6.269999980926514
1780294786.708478689,1780294786.707172871,5.900000095367432
1780294786.720532656,1780294786.719702005,5.170000076293945
1780294786.742072105,1780294786.741315126,5.170000076293945
1780294786.763774633,1780294786.763293982,4.809999942779541
1780294786.786240339,1780294786.785630465,4.809999942779541
1780294786.808599234,1780294786.808080673,4.090000152587891
1780294786.823328972,1780294786.822526217,3.380000114440918
1780294786.850700378,1780294786.849762678,3.380000114440918
1780294786.867292643,1780294786.861990452,3.0999999046325684
1780294786.889247894,1780294786.884003401,2.549999952316284
1780294786.906823874,1780294786.906391859,2.549999952316284
1780294786.919506550,1780294786.919081926,2.240000009536743
1780294786.942556858,1780294786.942262888,1.7300000190734863
1780294786.966017962,1780294786.964939356,1.7300000190734863
1780294786.989057541,1780294786.987862587,1.4700000286102295
1780294787.003884315,1780294787.000577450,1.0299999713897705
1780294787.023445845,1780294787.022661686,1.0299999713897705
1780294787.046223164,1780294787.045260906,0.8399999737739563
1780294787.071502209,1780294787.068311691,0.8399999737739563
1780294787.085056305,1780294787.080991268,0.5799999833106995
1780294787.106222868,1780294787.105168104,0.4699999988079071
1780294787.119729757,1780294787.119419336,0.4699999988079071
1780294787.148504019,1780294787.145972729,0.4699999988079071
1780294787.165272951,1780294787.158210516,0.46000000834465027
1780294787.184809923,1780294787.180782795,0.46000000834465027
1780294787.205893517,1780294787.203799963,0.46000000834465027
1780294787.226437807,1780294787.225673914,0.47999998927116394
1780294787.257061481,1780294787.247351408,0.47999998927116394
1780294787.260362864,1780294787.259991169,0.47999998927116394
1780294787.282603979,1780294787.281807899,0.47999998927116394
1780294787.305390596,1780294787.304717064,0.4699999988079071
1780294787.329826593,1780294787.327851534,0.4699999988079071
1780294787.341711521,1780294787.340168715,0.4699999988079071
1780294787.364192724,1780294787.363838673,0.4699999988079071
1780294787.387800694,1780294787.386220217,0.47999998927116394
1780294787.400739431,1780294787.398908854,0.47999998927116394
1780294787.421931028,1780294787.421428204,0.47999998927116394
1780294787.447271824,1780294787.443993330,0.47999998927116394
1780294787.466891527,1780294787.466470718,0.47999998927116394
1780294787.479471922,1780294787.478939533,0.47999998927116394
1780294787.502092600,1780294787.501593351,0.47999998927116394
1780294787.524366617,1780294787.523896933,0.47999998927116394
1780294787.546201944,1780294787.545356750,0.47999998927116394
1780294787.561930895,1780294787.559837580,0.47999998927116394
1780294787.586323023,1780294787.585299015,0.47999998927116394
1780294787.599891901,1780294787.598686695,0.47999998927116394
1780294787.624795198,1780294787.623904943,0.47999998927116394
1780294787.647935629,1780294787.647268295,0.47999998927116394
1780294787.664357424,1780294787.663912296,0.47999998927116394
1780294787.687922239,1780294787.686919451,0.47999998927116394
1780294787.701220512,1780294787.699640751,0.47999998927116394
1780294787.724578381,1780294787.722615480,0.47999998927116394
1780294787.746599197,1780294787.744853735,0.47999998927116394
1780294787.767676353,1780294787.767311573,0.47999998927116394
1780294787.780616999,1780294787.779638529,0.47999998927116394
