t,status
1780280539.046,4
1780280539.047,4
1780280539.048,4
1780280539.049,4
1780280539.05,4
1780280539.0509,4
1780280539.0519,4
1780280539.0529,4
1780280539.0539,4
1780280539.055,4
1780280539.056,4
1780280539.057,4
1780280539.058,4
1780280539.0589,4
1780280539.0599,4
1780280539.0609,4
1780280539.0619,4
1780280539.063,4
1780280539.064,4
1780280539.065,4
1780280539.066,4
1780280539.0669,4
1780280539.0679,4
1780280539.0689,4
1780280539.0699,4
1780280539.071,4
1780280539.072,4
1780280539.073,4
1780280539.074,4
1780280539.075,4
1780280539.0759,4
1780280539.0769,4
1780280539.0779,4
1780280539.0789,4
1780280539.08,4
1780280539.081,4
1780280539.082,4
1780280539.083,4
1780280539.0839,4
1780280539.0849,4
1780280539.0859,4
1780280539.0869,4
1780280539.088,4
1780280539.089,4
1780280539.09,4
1780280539.091,4
1780280539.0919,4
1780280539.0929,4
1780280539.0939,4
1780280539.0949,4
1780280539.096,4
1780280539.097,4
1780280539.098,4
1780280539.099,4
1780280540.0,4
1780280540.0009,4
1780280540.0019,4
1780280540.0029,4
1780280540.0039,4
1780280540.005,4
1780280540.006,4
1780280540.007,4
1780280540.008,4
1780280540.0089,4
1780280540.0099,4
1780280540.0109,4
1780280540.0119,4
1780280540.013,4
1780280540.014,4
1780280540.015,4
1780280540.016,4
1780280540.0169,4
1780280540.0179,4
1780280540.0189,4
1780280540.0199,4
1780280540.021,4
1780280540.022,4
1780280540.023,4
1780280540.024,4
1780280540.025,4
1780280540.0259,4
1780280540.0269,4
1780280540.0279,4
1780280540.0289,4
1780280540.03,4
1780280540.031,4
1780280540.032,4
1780280540.033,4
1780280540.0339,4
1780280540.0349,4
1780280540.0359,4
1780280540.0369,4
1780280540.038,4
1780280540.039,4
1780280540.04,4
1780280540.041,4
1780280540.0419,4
1780280540.0429,4
1780280540.0439,4
1780280540.0449,4
1780280540.046,4
1780280540.047,4
1780280540.048,4
1780280540.049,4
1780280540.05,4
1780280540.0509,4
1780280540.0519,4
1780280540.0529,4
1780280540.0539,4
1780280540.055,4
1780280540.056,4
1780280540.057,4
1780280540.058,4
1780280540.0589,4
1780280540.0599,4
1780280540.0609,4
1780280540.0619,4
1780280540.063,4
1780280540.064,4
1780280540.065,4
1780280540.066,4
1780280540.0669,4
1780280540.0679,4
1780280540.0689,4
1780280540.0699,4
1780280540.071,4
1780280540.072,4
1780280540.073,4
1780280540.074,4
1780280540.075,4
1780280540.0759,4
1780280540.0769,4
1780280540.0779,4
1780280540.0789,4
1780280540.08,4
1780280540.081,4
1780280540.082,4
1780280540.083,4
1780280540.0839,4
1780280540.0849,4
1780280540.0859,4
1780280540.0869,4
1780280540.088,4
1780280540.089,4
1780280540.09,4
1780280540.091,4
1780280540.0919,4
1780280540.0929,4
1780280540.0939,4
1780280540.0949,4
1780280540.096,4
1780280540.097,4
1780280540.098,4
1780280540.099,4
1780280541.0,4
1780280541.0009,4
1780280541.0019,4
1780280541.0029,4
1780280541.0039,4
1780280541.005,4
1780280541.006,4
1780280541.007,4
1780280541.008,4
1780280541.0089,4
1780280541.0099,4
1780280541.0109,4
1780280541.0119,4
1780280541.013,4
1780280541.014,4
1780280541.015,4
1780280541.016,4
1780280541.0169,4
1780280541.0179,4
1780280541.0189,4
1780280541.0199,4
1780280541.021,4
1780280541.022,4
1780280541.023,4
1780280541.024,4
1780280541.025,4
1780280541.0259,4
1780280541.0269,4
1780280541.0279,4
1780280541.0289,4
1780280541.03,4
1780280541.031,4
1780280541.032,4
1780280541.033,4
1780280541.0339,4
1780280541.0349,4
1780280541.0359,4
1780280541.0369,4
1780280541.038,4
1780280541.039,4
1780280541.04,4
1780280541.041,4
1780280541.0419,4
1780280541.0429,4
1780280541.0439,4
1780280541.0449,4
1780280541.046,4
1780280541.047,4
1780280541.048,4
1780280541.049,4
1780280541.05,4
1780280541.0509,4
1780280541.0519,4
1780280541.0529,4
1780280541.0539,4
1780280541.055,4
1780280541.056,4
1780280541.057,4
1780280541.058,4
1780280541.0589,4
1780280541.0599,4
1780280541.0609,4
1780280541.0619,4
1780280541.063,4
1780280541.064,4
1780280541.065,4
1780280541.066,4
1780280541.0669,4
1780280541.0679,4
1780280541.0689,4
1780280541.0699,4
1780280541.071,4
1780280541.072,4
1780280541.073,4
1780280541.074,4
1780280541.075,4
1780280541.0759,4
1780280541.0769,4
1780280541.0779,4
1780280541.0789,4
1780280541.08,4
1780280541.081,4
1780280541.082,4
1780280541.083,4
1780280541.0839,4
1780280541.0849,4
1780280541.0859,4
1780280541.0869,4
1780280541.088,4
1780280541.089,4
1780280541.09,4
1780280541.091,4
1780280541.0919,4
1780280541.0929,4
1780280541.0939,4
1780280541.0949,4
1780280541.096,4
1780280541.097,4
1780280541.098,4
1780280541.099,4
1780280542.0,4
1780280542.0009,4
1780280542.0019,4
1780280542.0029,4
1780280542.0039,4
1780280542.005,4
1780280542.006,4
1780280542.007,4
1780280542.008,4
1780280542.0089,4
1780280542.0099,4
1780280542.0109,4
1780280542.0119,4
1780280542.013,4
1780280542.014,4
1780280542.015,4
1780280542.016,4
1780280542.0169,4
1780280542.0179,4
1780280542.0189,4
1780280542.0199,4
1780280542.021,4
1780280542.022,4
1780280542.023,4
1780280542.024,4
1780280542.025,4
1780280542.0259,4
1780280542.0269,4
1780280542.0279,4
1780280542.0289,4
1780280542.03,4
1780280542.031,4
1780280542.032,4
1780280542.033,4
1780280542.0339,4
1780280542.0349,4
1780280542.0359,4
1780280542.0369,4
1780280542.038,4
1780280542.039,4
1780280542.04,4
1780280542.041,4
1780280542.0419,4
1780280542.0429,4
1780280542.0439,4
1780280542.0449,4
1780280542.046,4
1780280542.047,4
1780280542.048,4
1780280542.049,4
1780280542.05,4
1780280542.0509,4
1780280542.0519,4
1780280542.0529,4
1780280542.0539,4
1780280542.055,4
1780280542.056,4
1780280542.057,4
1780280542.058,4
1780280542.0589,4
1780280542.0599,4
1780280542.0609,4
1780280542.0619,4
1780280542.063,4
1780280542.064,4
1780280542.065,4
1780280542.066,4
1780280542.0669,4
1780280542.0679,4
1780280542.0689,4
1780280542.0699,4
1780280542.071,4
1780280542.072,4
1780280542.073,4
1780280542.074,4
1780280542.075,4
1780280542.0759,4
1780280542.0769,4
1780280542.0779,4
1780280542.0789,4
1780280542.08,4
1780280542.081,4
1780280542.082,4
1780280542.083,4
1780280542.0839,4
1780280542.0849,4
1780280542.0859,4
1780280542.0869,4
1780280542.088,4
1780280542.089,4
1780280542.09,4
1780280542.091,4
1780280542.0919,4
1780280542.0929,4
1780280542.0939,4
1780280542.0949,4
1780280542.096,4
1780280542.097,4
1780280542.098,4
1780280542.099,4
1780280543.0,4
1780280543.0009,4
1780280543.0019,4
1780280543.0029,4
1780280543.0039,4
1780280543.005,4
1780280543.006,4
1780280543.007,4
1780280543.008,4
1780280543.0089,4
1780280543.0099,4
1780280543.0109,4
1780280543.0119,4
1780280543.013,4
1780280543.014,4
1780280543.015,4
1780280543.016,4
1780280543.0169,4
1780280543.0179,4
1780280543.0189,4
1780280543.0199,4
1780280543.021,4
1780280543.022,4
1780280543.023,4
1780280543.024,4
1780280543.025,4
1780280543.0259,4
1780280543.0269,4
1780280543.0279,4
1780280543.0289,4
1780280543.03,4
1780280543.031,4
1780280543.032,4
1780280543.033,4
1780280543.0339,4
1780280543.0349,4
1780280543.0359,4
1780280543.0369,4
1780280543.038,4
1780280543.039,4
1780280543.04,4
1780280543.041,4
1780280543.0419,4
1780280543.0429,4
1780280543.0439,4
1780280543.0449,4
1780280543.046,4
1780280543.047,4
1780280543.048,4
1780280543.049,4
1780280543.05,4
1780280543.0509,4
1780280543.0519,4
1780280543.0529,4
1780280543.0539,4
1780280543.055,4
1780280543.056,4
1780280543.057,4
1780280543.058,4
1780280543.0589,4
1780280543.0599,4
1780280543.0609,4
1780280543.0619,4
1780280543.063,4
1780280543.064,4
1780280543.065,4
1780280543.066,4
1780280543.0669,4
1780280543.0679,4
1780280543.0689,4
1780280543.0699,4
1780280543.071,4
1780280543.072,4
1780280543.073,4
1780280543.074,4
1780280543.075,4
1780280543.0759,4
1780280543.0769,4
1780280543.0779,4
1780280543.0789,4
1780280543.08,4
1780280543.081,4
1780280543.082,4
1780280543.083,4
1780280543.0839,4
1780280543.0849,4
1780280543.0859,4
1780280543.0869,4
1780280543.088,4
1780280543.089,4
1780280543.09,4
1780280543.091,4
1780280543.0919,4
1780280543.0929,4
1780280543.0939,4
1780280543.0949,4
1780280543.096,4
1780280543.097,4
1780280543.098,4
1780280543.099,4
1780280544.0,4
1780280544.0009,4
1780280544.0019,4
1780280544.0029,4
1780280544.0039,4
1780280544.005,4
1780280544.006,4
1780280544.007,4
1780280544.008,4
1780280544.0089,4
1780280544.0099,4
1780280544.0109,4
1780280544.0119,4
1780280544.013,4
1780280544.014,4
1780280544.015,4
1780280544.016,4
1780280544.0169,4
1780280544.0179,4
1780280544.0189,4
1780280544.0199,4
1780280544.021,4
1780280544.022,4
1780280544.023,4
1780280544.024,4
1780280544.025,4
1780280544.0259,4
1780280544.0269,4
1780280544.0279,4
1780280544.0289,4
1780280544.03,4
1780280544.031,4
1780280544.032,4
1780280544.033,4
1780280544.0339,4
1780280544.0349,4
1780280544.0359,4
1780280544.0369,4
1780280544.038,4
1780280544.039,4
1780280544.04,4
1780280544.041,4
1780280544.0419,4
1780280544.0429,4
1780280544.0439,4
1780280544.0449,4
1780280544.046,4
1780280544.047,4
1780280544.048,4
1780280544.049,4
1780280544.05,4
1780280544.0509,4
1780280544.0519,4
1780280544.0529,4
1780280544.0539,4
1780280544.055,4
1780280544.056,4
1780280544.057,4
1780280544.058,4
1780280544.0589,4
1780280544.0599,4
1780280544.0609,4
1780280544.0619,4
1780280544.063,4
1780280544.064,4
1780280544.065,4
1780280544.066,4
1780280544.0669,4
1780280544.0679,4
1780280544.0689,4
1780280544.0699,4
1780280544.071,4
1780280544.072,4
1780280544.073,4
1780280544.074,4
1780280544.075,4
1780280544.0759,4
1780280544.0769,4
1780280544.0779,4
1780280544.0789,4
1780280544.08,4
1780280544.081,4
1780280544.082,4
1780280544.083,4
1780280544.0839,4
1780280544.0849,4
1780280544.0859,4
1780280544.0869,4
1780280544.088,4
1780280544.089,4
1780280544.09,4
1780280544.091,4
1780280544.0919,4
1780280544.0929,4
1780280544.0939,4
1780280544.0949,4
1780280544.096,4
1780280544.097,4
1780280544.098,4
1780280544.099,4
1780280545.0,4
1780280545.0009,4
1780280545.0019,4
1780280545.0029,4
1780280545.0039,4
1780280545.005,4
1780280545.006,4
1780280545.007,4
1780280545.008,4
1780280545.0089,4
1780280545.0099,4
1780280545.0109,4
1780280545.0119,4
1780280545.013,4
1780280545.014,4
1780280545.015,4
1780280545.016,4
1780280545.0169,4
1780280545.0179,4
1780280545.0189,4
1780280545.0199,4
1780280545.021,4
1780280545.022,4
1780280545.023,4
1780280545.024,4
1780280545.025,4
1780280545.0259,4
1780280545.0269,4
1780280545.0279,4
1780280545.0289,4
1780280545.03,4
1780280545.031,4
1780280545.032,4
1780280545.033,4
1780280545.0339,4
1780280545.0349,4
1780280545.0359,4
1780280545.0369,4
1780280545.038,4
1780280545.039,4
1780280545.04,4
1780280545.041,4
1780280545.0419,4
1780280545.0429,4
1780280545.0439,4
1780280545.0449,4
1780280545.046,4
1780280545.047,4
1780280545.048,4
1780280545.049,4
1780280545.05,4
1780280545.0509,4
1780280545.0519,4
1780280545.0529,4
1780280545.0539,4
1780280545.055,4
1780280545.056,4
1780280545.057,4
1780280545.058,4
1780280545.0589,4
1780280545.0599,4
1780280545.0609,4
1780280545.0619,4
1780280545.063,4
1780280545.064,4
1780280545.065,4
1780280545.066,4
1780280545.0669,4
1780280545.0679,4
1780280545.0689,4
1780280545.0699,4
1780280545.071,4
1780280545.072,4
1780280545.073,4
1780280545.074,4
1780280545.075,4
1780280545.0759,4
1780280545.0769,4
1780280545.0779,4
1780280545.0789,4
1780280545.08,4
1780280545.081,4
1780280545.082,4
1780280545.083,4
1780280545.0839,4
1780280545.0849,4
1780280545.0859,4
1780280545.0869,4
1780280545.088,4
1780280545.089,4
1780280545.09,4
1780280545.091,4
1780280545.0919,4
1780280545.0929,4
1780280545.0939,4
1780280545.0949,4
1780280545.096,4
1780280545.097,4
1780280545.098,4
1780280545.099,4
1780280546.0,4
1780280546.0009,4
1780280546.0019,4
1780280546.0029,4
1780280546.0039,4
1780280546.005,4
1780280546.006,4
1780280546.007,4
1780280546.008,4
1780280546.0089,4
1780280546.0099,4
1780280546.0109,4
1780280546.0119,4
1780280546.013,4
1780280546.014,4
1780280546.015,4
1780280546.016,4
1780280546.0169,4
1780280546.0179,4
1780280546.0189,4
1780280546.0199,4
1780280546.021,4
1780280546.022,4
1780280546.023,4
1780280546.024,4
1780280546.025,4
1780280546.0259,4
1780280546.0269,4
1780280546.0279,4
1780280546.0289,4
1780280546.03,4
1780280546.031,4
1780280546.032,4
1780280546.033,4
1780280546.0339,4
1780280546.0349,4
1780280546.0359,4
1780280546.0369,4
1780280546.038,4
1780280546.039,4
1780280546.04,4
1780280546.041,4
1780280546.0419,4
1780280546.0429,4
1780280546.0439,4
1780280546.0449,4
1780280546.046,4
1780280546.047,4
1780280546.048,4
1780280546.049,4
1780280546.05,4
1780280546.0509,4
1780280546.0519,4
1780280546.0529,4
1780280546.0539,4
1780280546.055,4
1780280546.056,4
1780280546.057,4
1780280546.058,4
1780280546.0589,4
1780280546.0599,4
1780280546.0609,4
1780280546.0619,4
1780280546.063,4
1780280546.064,4
1780280546.065,4
1780280546.066,4
1780280546.0669,4
1780280546.0679,4
1780280546.0689,4
1780280546.0699,4
1780280546.071,4
1780280546.072,4
1780280546.073,4
1780280546.074,4
1780280546.075,4
1780280546.0759,4
1780280546.0769,4
1780280546.0779,4
1780280546.0789,4
1780280546.08,4
1780280546.081,4
1780280546.082,4
1780280546.083,4
1780280546.0839,4
1780280546.0849,4
1780280546.0859,4
1780280546.0869,4
1780280546.088,4
1780280546.089,4
1780280546.09,4
1780280546.091,4
1780280546.0919,4
1780280546.0929,4
1780280546.0939,4
1780280546.0949,4
1780280546.096,4
1780280546.097,4
1780280546.098,4
1780280546.099,4
1780280547.0,4
1780280547.0009,4
1780280547.0019,4
1780280547.0029,4
1780280547.0039,4
1780280547.005,4
1780280547.006,4
1780280547.007,4
1780280547.008,4
1780280547.0089,4
1780280547.0099,4
1780280547.0109,4
1780280547.0119,4
1780280547.013,4
1780280547.014,4
1780280547.015,4
1780280547.016,4
1780280547.0169,4
1780280547.0179,4
1780280547.0189,4
1780280547.0199,4
1780280547.021,4
1780280547.022,4
1780280547.023,4
1780280547.024,4
1780280547.025,4
1780280547.0259,4
1780280547.0269,4
1780280547.0279,4
1780280547.0289,4
1780280547.03,4
1780280547.031,4
1780280547.032,4
1780280547.033,4
1780280547.0339,4
1780280547.0349,4
1780280547.0359,4
1780280547.0369,4
1780280547.038,4
1780280547.039,4
1780280547.04,4
1780280547.041,4
1780280547.0419,4
1780280547.0429,4
1780280547.0439,4
1780280547.0449,4
1780280547.046,4
1780280547.047,4
1780280547.048,4
1780280547.049,4
1780280547.05,4
1780280547.0509,4
1780280547.0519,4
1780280547.0529,4
1780280547.0539,4
1780280547.055,4
1780280547.056,4
1780280547.057,4
1780280547.058,4
1780280547.0589,4
1780280547.0599,4
1780280547.0609,4
1780280547.0619,4
1780280547.063,4
1780280547.064,4
1780280547.065,4
1780280547.066,4
1780280547.0669,4
1780280547.0679,4
1780280547.0689,4
1780280547.0699,4
1780280547.071,4
1780280547.072,4
1780280547.073,4
1780280547.074,4
1780280547.075,4
1780280547.0759,4
1780280547.0769,4
1780280547.0779,4
1780280547.0789,4
1780280547.08,4
1780280547.081,4
1780280547.082,4
1780280547.083,4
1780280547.0839,4
1780280547.0849,4
1780280547.0859,4
1780280547.0869,4
1780280547.088,4
1780280547.089,4
1780280547.09,4
1780280547.091,4
1780280547.0919,4
1780280547.0929,4
1780280547.0939,4
1780280547.0949,4
1780280547.096,4
1780280547.097,4
1780280547.098,4
1780280547.099,4
1780280548.0,4
1780280548.0009,4
1780280548.0019,4
1780280548.0029,4
1780280548.0039,4
1780280548.005,4
1780280548.006,4
1780280548.007,4
1780280548.008,4
1780280548.0089,4
1780280548.0099,4
1780280548.0109,4
1780280548.0119,4
1780280548.013,4
1780280548.014,4
1780280548.015,4
1780280548.016,4
1780280548.0169,4
1780280548.0179,4
1780280548.0189,4
1780280548.0199,4
1780280548.021,4
1780280548.022,4
1780280548.023,4
1780280548.024,4
1780280548.025,4
1780280548.0259,4
1780280548.0269,4
1780280548.0279,4
1780280548.0289,4
1780280548.03,4
1780280548.031,4
1780280548.032,4
1780280548.033,4
1780280548.0339,4
1780280548.0349,4
1780280548.0359,4
1780280548.0369,4
1780280548.038,4
1780280548.039,4
1780280548.04,4
1780280548.041,4
1780280548.0419,4
1780280548.0429,4
1780280548.0439,4
1780280548.0449,4
1780280548.046,4
1780280548.047,4
1780280548.048,4
1780280548.049,4
1780280548.05,4
1780280548.0509,4
1780280548.0519,4
1780280548.0529,4
1780280548.0539,4
1780280548.055,4
1780280548.056,4
1780280548.057,4
1780280548.058,4
1780280548.0589,4
1780280548.0599,4
1780280548.0609,4
1780280548.0619,4
1780280548.063,4
1780280548.064,4
1780280548.065,4
1780280548.066,4
1780280548.0669,4
1780280548.0679,4
1780280548.0689,4
1780280548.0699,4
1780280548.071,4
1780280548.072,4
1780280548.073,4
1780280548.074,4
1780280548.075,4
1780280548.0759,4
1780280548.0769,4
1780280548.0779,4
1780280548.0789,4
1780280548.08,4
1780280548.081,4
1780280548.082,4
1780280548.083,4
1780280548.0839,4
1780280548.0849,4
1780280548.0859,4
1780280548.0869,4
1780280548.088,4
1780280548.089,4
1780280548.09,4
1780280548.091,4
1780280548.0919,4
1780280548.0929,4
1780280548.0939,4
1780280548.0949,4
1780280548.096,4
1780280548.097,4
1780280548.098,4
1780280548.099,4
1780280549.0,4
1780280549.0009,4
1780280549.0019,4
1780280549.0029,4
1780280549.0039,4
1780280549.005,4
1780280549.006,4
1780280549.007,4
1780280549.008,4
1780280549.0089,4
1780280549.0099,4
1780280549.0109,4
1780280549.0119,4
1780280549.013,4
1780280549.014,4
1780280549.015,4
1780280549.016,4
1780280549.0169,4
1780280549.0179,4
1780280549.0189,4
1780280549.0199,4
1780280549.021,4
1780280549.022,4
1780280549.023,4
1780280549.024,4
1780280549.025,4
1780280549.0259,4
1780280549.0269,4
1780280549.0279,4
1780280549.0289,4
1780280549.03,4
1780280549.031,4
1780280549.032,4
1780280549.033,4
1780280549.0339,4
1780280549.0349,4
1780280549.0359,4
1780280549.0369,4
1780280549.038,4
1780280549.039,4
1780280549.04,4
1780280549.041,4
1780280549.0419,4
1780280549.0429,4
1780280549.0439,4
1780280549.0449,4
1780280549.046,4
1780280549.047,4
1780280549.048,4
1780280549.049,4
1780280549.05,4
1780280549.0509,4
1780280549.0519,4
1780280549.0529,4
1780280549.0539,4
1780280549.055,4
1780280549.056,4
1780280549.057,4
1780280549.058,4
1780280549.0589,4
1780280549.0599,4
1780280549.0609,4
1780280549.0619,4
1780280549.063,4
1780280549.064,4
1780280549.065,4
1780280549.066,4
1780280549.0669,4
1780280549.0679,4
1780280549.0689,4
1780280549.0699,4
1780280549.071,4
1780280549.072,4
1780280549.073,4
1780280549.074,4
1780280549.075,4
1780280549.0759,4
1780280549.0769,4
1780280549.0779,4
1780280549.0789,4
1780280549.08,4
1780280549.081,4
1780280549.082,4
1780280549.083,4
1780280549.0839,4
1780280549.0849,4
1780280549.0859,4
1780280549.0869,4
1780280549.088,4
1780280549.089,4
1780280549.09,4
1780280549.091,4
1780280549.0919,4
1780280549.0929,4
1780280549.0939,4
1780280549.0949,4
1780280549.096,4
1780280549.097,4
1780280549.098,4
1780280549.099,4
1780280550.0,4
1780280550.0009,4
1780280550.0019,4
1780280550.0029,4
1780280550.0039,4
1780280550.005,4
1780280550.006,4
1780280550.007,4
1780280550.008,4
1780280550.0089,4
1780280550.0099,4
1780280550.0109,4
1780280550.0119,4
1780280550.013,4
1780280550.014,4
1780280550.015,4
1780280550.016,4
1780280550.0169,4
1780280550.0179,4
1780280550.0189,4
1780280550.0199,4
1780280550.021,4
1780280550.022,4
1780280550.023,4
1780280550.024,4
1780280550.025,4
1780280550.0259,4
1780280550.0269,4
1780280550.0279,4
1780280550.0289,4
1780280550.03,4
1780280550.031,4
1780280550.032,4
1780280550.033,4
1780280550.0339,4
1780280550.0349,4
1780280550.0359,4
1780280550.0369,4
1780280550.038,4
1780280550.039,4
1780280550.04,4
1780280550.041,4
1780280550.0419,4
1780280550.0429,4
1780280550.0439,4
1780280550.0449,4
1780280550.046,4
1780280550.047,4
1780280550.048,4
1780280550.049,4
1780280550.05,4
1780280550.0509,4
1780280550.0519,4
1780280550.0529,4
1780280550.0539,4
1780280550.055,4
1780280550.056,4
1780280550.057,4
1780280550.058,4
1780280550.0589,4
1780280550.0599,4
1780280550.0609,4
1780280550.0619,4
1780280550.063,4
1780280550.064,4
1780280550.065,4
1780280550.066,4
1780280550.0669,4
1780280550.0679,4
1780280550.0689,4
1780280550.0699,4
1780280550.071,4
1780280550.072,4
1780280550.073,4
1780280550.074,4
1780280550.075,4
1780280550.0759,4
1780280550.0769,4
1780280550.0779,4
1780280550.0789,4
1780280550.08,4
1780280550.081,4
1780280550.082,4
1780280550.083,4
1780280550.0839,4
1780280550.0849,4
1780280550.0859,4
1780280550.0869,4
1780280550.088,4
1780280550.089,4
1780280550.09,4
1780280550.091,4
1780280550.0919,4
1780280550.0929,4
1780280550.0939,4
1780280550.0949,4
1780280550.096,4
1780280550.097,4
1780280550.098,4
1780280550.099,4
1780280551.0,4
1780280551.0009,4
1780280551.0019,4
1780280551.0029,4
1780280551.0039,4
1780280551.005,4
1780280551.006,4
1780280551.007,4
1780280551.008,4
1780280551.0089,4
1780280551.0099,4
1780280551.0109,4
1780280551.0119,4
1780280551.013,4
1780280551.014,4
1780280551.015,4
1780280551.016,4
1780280551.0169,4
1780280551.0179,4
1780280551.0189,4
1780280551.0199,4
1780280551.021,4
1780280551.022,4
1780280551.023,4
1780280551.024,4
1780280551.025,4
1780280551.0259,4
1780280551.0269,4
1780280551.0279,4
1780280551.0289,4
1780280551.03,4
1780280551.031,4
1780280551.032,4
1780280551.033,4
1780280551.0339,4
1780280551.0349,4
1780280551.0359,4
1780280551.0369,4
1780280551.038,4
1780280551.039,4
1780280551.04,4
1780280551.041,4
1780280551.0419,4
1780280551.0429,4
1780280551.0439,4
1780280551.0449,4
1780280551.046,4
1780280551.047,4
1780280551.048,4
1780280551.049,4
1780280551.05,4
1780280551.0509,4
1780280551.0519,4
1780280551.0529,4
1780280551.0539,4
1780280551.055,4
1780280551.056,4
1780280551.057,4
1780280551.058,4
1780280551.0589,4
1780280551.0599,4
1780280551.0609,4
1780280551.0619,4
1780280551.063,4
1780280551.064,4
1780280551.065,4
1780280551.066,4
1780280551.0669,4
1780280551.0679,4
1780280551.0689,4
1780280551.0699,4
1780280551.071,4
1780280551.072,4
1780280551.073,4
1780280551.074,4
1780280551.075,4
1780280551.0759,4
1780280551.0769,4
1780280551.0779,4
1780280551.0789,4
1780280551.08,4
1780280551.081,4
1780280551.082,4
1780280551.083,4
1780280551.0839,4
1780280551.0849,4
1780280551.0859,4
1780280551.0869,4
1780280551.088,4
1780280551.089,4
1780280551.09,4
1780280551.091,4
1780280551.0919,4
1780280551.0929,4
1780280551.0939,4
1780280551.0949,4
1780280551.096,4
1780280551.097,4
1780280551.098,4
1780280551.099,4
1780280552.0,4
1780280552.0009,4
1780280552.0019,4
1780280552.0029,4
1780280552.0039,4
1780280552.005,4
1780280552.006,4
1780280552.007,4
1780280552.008,4
1780280552.0089,4
1780280552.0099,4
1780280552.0109,4
1780280552.0119,4
1780280552.013,4
1780280552.014,4
1780280552.015,4
1780280552.016,4
1780280552.0169,4
1780280552.0179,4
1780280552.0189,4
1780280552.0199,4
1780280552.021,4
1780280552.022,4
1780280552.023,4
1780280552.024,4
1780280552.025,4
1780280552.0259,4
1780280552.0269,4
1780280552.0279,4
1780280552.0289,4
1780280552.03,4
1780280552.031,4
1780280552.032,4
1780280552.033,4
1780280552.0339,4
1780280552.0349,4
1780280552.0359,4
1780280552.0369,4
1780280552.038,4
1780280552.039,4
1780280552.04,4
1780280552.041,4
1780280552.0419,4
1780280552.0429,4
1780280552.0439,4
1780280552.0449,4
1780280552.046,4
1780280552.047,4
1780280552.048,4
1780280552.049,4
1780280552.05,4
1780280552.0509,4
1780280552.0519,4
1780280552.0529,4
1780280552.0539,4
1780280552.055,4
1780280552.056,4
1780280552.057,4
1780280552.058,4
1780280552.0589,4
1780280552.0599,4
1780280552.0609,4
1780280552.0619,4
1780280552.063,4
1780280552.064,4
1780280552.065,4
1780280552.066,4
1780280552.0669,4
1780280552.0679,4
1780280552.0689,4
1780280552.0699,4
1780280552.071,4
1780280552.072,4
1780280552.073,4
1780280552.074,4
1780280552.075,4
1780280552.0759,4
1780280552.0769,4
1780280552.0779,4
1780280552.0789,4
1780280552.08,4
1780280552.081,4
1780280552.082,4
1780280552.083,4
1780280552.0839,4
1780280552.0849,4
1780280552.0859,4
1780280552.0869,4
1780280552.088,4
1780280552.089,4
1780280552.09,4
1780280552.091,4
1780280552.0919,4
1780280552.0929,4
1780280552.0939,4
1780280552.0949,4
1780280552.096,4
1780280552.097,4
1780280552.098,4
1780280552.099,4
1780280553.0,4
1780280553.0009,4
1780280553.0019,4
1780280553.0029,4
1780280553.0039,4
1780280553.005,4
1780280553.006,4
1780280553.007,4
1780280553.008,4
1780280553.0089,4
1780280553.0099,4
1780280553.0109,4
1780280553.0119,4
1780280553.013,4
1780280553.014,4
1780280553.015,4
1780280553.016,4
1780280553.0169,4
1780280553.0179,4
1780280553.0189,4
1780280553.0199,4
1780280553.021,4
1780280553.022,4
1780280553.023,4
1780280553.024,4
1780280553.025,4
1780280553.0259,4
1780280553.0269,4
1780280553.0279,4
1780280553.0289,4
1780280553.03,4
1780280553.031,4
1780280553.032,4
1780280553.033,4
1780280553.0339,4
1780280553.0349,4
1780280553.0359,4
1780280553.0369,4
1780280553.038,4
1780280553.039,4
1780280553.04,4
1780280553.041,4
1780280553.0419,4
1780280553.0429,4
1780280553.0439,4
1780280553.0449,4
1780280553.046,4
1780280553.047,4
1780280553.048,4
1780280553.049,4
1780280553.05,4
1780280553.0509,4
1780280553.0519,4
1780280553.0529,4
1780280553.0539,4
1780280553.055,4
1780280553.056,4
1780280553.057,4
1780280553.058,4
1780280553.0589,4
1780280553.0599,4
1780280553.0609,4
1780280553.0619,4
1780280553.063,4
1780280553.064,4
1780280553.065,4
1780280553.066,4
1780280553.0669,4
1780280553.0679,4
1780280553.0689,4
1780280553.0699,4
1780280553.071,4
1780280553.072,4
1780280553.073,4
1780280553.074,4
1780280553.075,4
1780280553.0759,4
1780280553.0769,4
1780280553.0779,4
1780280553.0789,4
1780280553.08,4
1780280553.081,4
1780280553.082,4
1780280553.083,4
1780280553.0839,4
1780280553.0849,4
1780280553.0859,4
1780280553.0869,4
1780280553.088,4
1780280553.089,4
1780280553.09,4
1780280553.091,4
1780280553.0919,4
1780280553.0929,4
1780280553.0939,4
1780280553.0949,4
1780280553.096,4
1780280553.097,4
1780280553.098,4
1780280553.099,4
1780280554.0,4
1780280554.0009,4
1780280554.0019,4
1780280554.0029,4
1780280554.0039,4
1780280554.005,4
1780280554.006,4
1780280554.007,4
1780280554.008,4
1780280554.0089,4
1780280554.0099,4
1780280554.0109,4
1780280554.0119,4
1780280554.013,4
1780280554.014,4
1780280554.015,4
1780280554.016,4
1780280554.0169,4
1780280554.0179,4
1780280554.0189,4
1780280554.0199,4
1780280554.021,4
