bag_ts,header_stamp,longitudinal_velocity
1780294773.383654356,1780294773.383136988,1.1859999895095825
1780294773.405650139,1780294773.405267477,1.2050000429153442
1780294773.427600384,1780294773.427247763,1.2020000219345093
1780294773.439327955,1780294773.438925028,1.2020000219345093
1780294773.462180614,1780294773.461112261,1.1970000267028809
1780294773.485154390,1780294773.483963490,1.187000036239624
1780294773.507051468,1780294773.506371737,1.187000036239624
1780294773.518257380,1780294773.517902374,1.184999942779541
1780294773.541673899,1780294773.541221857,1.184999942779541
1780294773.565570831,1780294773.563757658,1.180999994277954
1780294773.587696552,1780294773.586666584,1.190999984741211
1780294773.599395275,1780294773.598263025,1.190999984741211
1780294773.631237268,1780294773.630440474,1.2020000219345093
1780294773.642972708,1780294773.642281294,1.187000036239624
1780294773.664963722,1780294773.664605141,1.187000036239624
1780294773.691105843,1780294773.687916994,1.1859999895095825
1780294773.703266144,1780294773.702717066,1.1790000200271606
1780294773.726087093,1780294773.725737572,1.1790000200271606
1780294773.748970270,1780294773.748205900,1.1820000410079956
1780294773.760909081,1780294773.760093927,1.1829999685287476
1780294773.783703089,1780294773.782035828,1.1829999685287476
1780294773.805318356,1780294773.804887295,1.1920000314712524
1780294773.821174383,1780294773.820695400,1.1920000314712524
1780294773.844533205,1780294773.843897104,1.2029999494552612
1780294773.867412806,1780294773.866635561,1.2109999656677246
1780294773.878653288,1780294773.877917290,1.2109999656677246
1780294773.903190613,1780294773.900462389,1.2029999494552612
1780294773.923079729,1780294773.922847748,1.2050000429153442
1780294773.944277287,1780294773.944011211,1.2050000429153442
1780294773.967701197,1780294773.967287779,1.215999960899353
1780294773.979696274,1780294773.979353428,1.225000023841858
1780294774.001734734,1780294774.001242876,1.225000023841858
1780294774.026857376,1780294774.024208069,1.246999979019165
1780294774.047902346,1780294774.046204329,1.246999979019165
1780294774.069607496,1780294774.068332672,1.2569999694824219
1780294774.082092762,1780294774.080222368,1.2669999599456787
1780294774.106830120,1780294774.104623079,1.2669999599456787
1780294774.127097130,1780294774.126795292,1.284999966621399
1780294774.148910522,1780294774.148246765,1.2910000085830688
1780294774.160514832,1780294774.160020113,1.2910000085830688
1780294774.182426929,1780294774.182176352,1.3009999990463257
1780294774.205706120,1780294774.205196619,1.3170000314712524
1780294774.228119850,1780294774.227482796,1.3170000314712524
1780294774.239510536,1780294774.238945007,1.3350000381469727
1780294774.265627146,1780294774.261988640,1.3389999866485596
1780294774.285308123,1780294774.285022736,1.3389999866485596
1780294774.307554245,1780294774.307025909,1.3459999561309814
1780294774.325768471,1780294774.324063540,1.3459999561309814
1780294774.347866774,1780294774.347123623,1.3609999418258667
1780294774.359524727,1780294774.359062672,1.3930000066757202
1780294774.381992340,1780294774.381410122,1.3930000066757202
1780294774.406331539,1780294774.405778646,1.4329999685287476
1780294774.427680254,1780294774.426938295,1.4429999589920044
1780294774.440063238,1780294774.439601183,1.4429999589920044
1780294774.462559700,1780294774.461645365,1.4529999494552612
1780294774.485915184,1780294774.485348701,1.4589999914169312
1780294774.507743120,1780294774.507288933,1.4589999914169312
1780294774.521646261,1780294774.520876169,1.475000023841858
1780294774.544202805,1780294774.543845892,1.475000023841858
1780294774.566983938,1780294774.566660166,1.4830000400543213
1780294774.589060068,1780294774.588723898,1.5110000371932983
1780294774.605373383,1780294774.601321697,1.5110000371932983
1780294774.625029087,1780294774.624801874,1.527999997138977
1780294774.646519661,1780294774.646134853,1.555999994277954
1780294774.669465542,1780294774.668212891,1.555999994277954
1780294774.683173418,1780294774.680553913,1.562000036239624
1780294774.702892065,1780294774.702570677,1.562999963760376
1780294774.724996567,1780294774.724123240,1.562999963760376
1780294774.747524738,1780294774.747276306,1.5670000314712524
1780294774.760367155,1780294774.760111570,1.5770000219345093
1780294774.788092613,1780294774.782181025,1.5770000219345093
1780294774.806258202,1780294774.804583073,1.6069999933242798
1780294774.831876993,1780294774.831061125,1.6069999933242798
1780294774.845530748,1780294774.843855619,1.628999948501587
1780294774.867319822,1780294774.866240978,1.652999997138977
1780294774.888741255,1780294774.888192892,1.652999997138977
1780294774.900775433,1780294774.900375366,1.6469999551773071
1780294774.923998594,1780294774.923680544,1.628000020980835
1780294774.947199821,1780294774.946413517,1.628000020980835
1780294774.958735466,1780294774.958075523,1.6260000467300415
1780294774.980326414,1780294774.980102777,1.6430000066757202
1780294775.003042698,1780294775.002533197,1.6430000066757202
1780294775.024811983,1780294775.024534941,1.6799999475479126
1780294775.046754599,1780294775.046400547,1.6799999475479126
1780294775.069091320,1780294775.068578482,1.6959999799728394
1780294775.080468893,1780294775.080051899,1.7089999914169312
1780294775.104662895,1780294775.103237867,1.7089999914169312
1780294775.126865625,1780294775.126058817,1.7100000381469727
1780294775.139281511,1780294775.138417244,1.7100000381469727
1780294775.163405657,1780294775.162052155,1.7100000381469727
1780294775.186019659,1780294775.184556961,1.7130000591278076
1780294775.207198143,1780294775.206557989,1.718999981880188
1780294775.230125904,1780294775.227965832,1.718999981880188
1780294775.242923021,1780294775.241668701,1.7359999418258667
1780294775.264023066,1780294775.263217688,1.7419999837875366
1780294775.287812471,1780294775.285254955,1.7419999837875366
1780294775.308491468,1780294775.306983471,1.7300000190734863
1780294775.320243359,1780294775.318930626,1.7300000190734863
1780294775.345441818,1780294775.345074892,1.7200000286102295
1780294775.369117260,1780294775.368539095,1.6979999542236328
1780294775.382854700,1780294775.380630732,1.6979999542236328
1780294775.403606415,1780294775.402935028,1.6979999542236328
1780294775.425290585,1780294775.424921513,1.6979999542236328
1780294775.448679686,1780294775.447753191,1.6979999542236328
1780294775.460143805,1780294775.459259272,1.7200000286102295
1780294775.482289314,1780294775.481351614,1.7209999561309814
1780294775.504577160,1780294775.504008293,1.7209999561309814
1780294775.527098656,1780294775.526240587,1.7130000591278076
1780294775.548983574,1780294775.548348188,1.7130000591278076
1780294775.560389519,1780294775.560033798,1.7000000476837158
1780294775.583223104,1780294775.582906485,1.687000036239624
1780294775.605628490,1780294775.605084419,1.687000036239624
1780294775.622106791,1780294775.619842291,1.690000057220459
1780294775.642573595,1780294775.642137766,1.6859999895095825
1780294775.664926767,1780294775.663950443,1.6859999895095825
1780294775.686624289,1780294775.685899496,1.6859999895095825
1780294775.709683418,1780294775.709258318,1.6679999828338623
1780294775.723016739,1780294775.722725153,1.6679999828338623
1780294775.745165348,1780294775.744596720,1.656000018119812
1780294775.768983603,1780294775.768237591,1.656999945640564
1780294775.783299208,1780294775.780969381,1.656999945640564
1780294775.805403948,1780294775.804352045,1.659000039100647
1780294775.839754105,1780294775.838603735,1.659000039100647
1780294775.842221260,1780294775.841349840,1.6629999876022339
1780294775.864076138,1780294775.863428354,1.6710000038146973
1780294775.887377024,1780294775.885354757,1.6710000038146973
1780294775.908540726,1780294775.907030344,1.6729999780654907
1780294775.920782089,1780294775.919223547,1.6749999523162842
1780294775.942937613,1780294775.941107988,1.6749999523162842
1780294775.964078903,1780294775.963253736,1.6710000038146973
1780294775.986384153,1780294775.985915184,1.6660000085830688
1780294776.009372950,1780294776.008323669,1.6660000085830688
1780294776.020873547,1780294776.020215988,1.6699999570846558
1780294776.043481827,1780294776.042671919,1.6699999570846558
1780294776.065821409,1780294776.064234495,1.6660000085830688
1780294776.088749170,1780294776.086732864,1.6480000019073486
1780294776.101912498,1780294776.099164486,1.6480000019073486
1780294776.122904539,1780294776.121442795,1.6449999809265137
1780294776.143465757,1780294776.143178463,1.6369999647140503
1780294776.167140722,1780294776.166323662,1.6369999647140503
1780294776.188556671,1780294776.188106298,1.6399999856948853
1780294776.201851845,1780294776.200377703,1.6390000581741333
1780294776.222794771,1780294776.222469807,1.6390000581741333
1780294776.245870590,1780294776.243929386,1.61899995803833
1780294776.268103123,1780294776.266857386,1.6139999628067017
1780294776.289232254,1780294776.288918734,1.6139999628067017
1780294776.303395271,1780294776.302138805,1.6050000190734863
1780294776.327964306,1780294776.327280521,1.6050000190734863
1780294776.339260101,1780294776.338767767,1.6050000190734863
1780294776.362476349,1780294776.361062050,1.6019999980926514
1780294776.384819746,1780294776.382930756,1.6019999980926514
1780294776.406334162,1780294776.404990911,1.5980000495910645
1780294776.428551435,1780294776.428107023,1.597000002861023
1780294776.442682505,1780294776.440152168,1.597000002861023
1780294776.462989092,1780294776.462158203,1.5959999561309814
1780294776.485025644,1780294776.484599829,1.593999981880188
1780294776.507434845,1780294776.507091284,1.593999981880188
1780294776.520329475,1780294776.518946886,1.590999960899353
1780294776.544353724,1780294776.541182756,1.590999960899353
1780294776.564606905,1780294776.563158751,1.5859999656677246
1780294776.587338686,1780294776.585073948,1.5850000381469727
1780294776.611399889,1780294776.609047413,1.5850000381469727
1780294776.621559143,1780294776.621042252,1.5809999704360962
1780294776.644642830,1780294776.644194841,1.5850000381469727
1780294776.667055845,1780294776.666582346,1.5850000381469727
1780294776.681221962,1780294776.679605961,1.5829999446868896
1780294776.702746391,1780294776.701806545,1.5750000476837158
1780294776.728292227,1780294776.727935553,1.5750000476837158
1780294776.740911484,1780294776.740118504,1.569000005722046
1780294776.763749838,1780294776.761947632,1.569000005722046
1780294776.786014557,1780294776.784873009,1.5579999685287476
1780294776.808082819,1780294776.807003498,1.5290000438690186
1780294776.822934628,1780294776.821653843,1.5290000438690186
1780294776.850126982,1780294776.849407911,1.5160000324249268
1780294776.862159014,1780294776.861388683,1.5180000066757202
1780294776.884450674,1780294776.883682013,1.5180000066757202
1780294776.906038046,1780294776.905398130,1.5240000486373901
1780294776.928429842,1780294776.927999258,1.5260000228881836
1780294776.941982985,1780294776.941151142,1.5260000228881836
1780294776.963294744,1780294776.963009596,1.5390000343322754
1780294776.986419201,1780294776.985655546,1.5379999876022339
1780294777.013647795,1780294777.007811546,1.5379999876022339
1780294777.027452469,1780294777.023804665,1.534000039100647
1780294777.047550678,1780294777.045944691,1.534000039100647
1780294777.068887949,1780294777.067868471,1.5329999923706055
1780294777.084926844,1780294777.079910040,1.531000018119812
1780294777.110145092,1780294777.102738857,1.531000018119812
1780294777.127370596,1780294777.125498295,1.5260000228881836
1780294777.149913311,1780294777.148792505,1.5210000276565552
1780294777.163204908,1780294777.162065744,1.5210000276565552
1780294777.185360670,1780294777.184601307,1.5
1780294777.209875822,1780294777.209388494,1.4780000448226929
1780294777.224095821,1780294777.223228216,1.4780000448226929
1780294777.247889519,1780294777.246812344,1.4359999895095825
1780294777.276170015,1780294777.274058104,1.4359999895095825
1780294777.286871433,1780294777.286299944,1.440999984741211
1780294777.301123381,1780294777.298910379,1.465999960899353
1780294777.323011875,1780294777.321941614,1.465999960899353
1780294777.353245735,1780294777.351054907,1.4839999675750732
1780294777.363243580,1780294777.363006592,1.5049999952316284
1780294777.387626648,1780294777.385396957,1.5049999952316284
1780294777.409533262,1780294777.407908678,1.5140000581741333
1780294777.420979261,1780294777.419950247,1.5069999694824219
1780294777.442176104,1780294777.441936970,1.5069999694824219
1780294777.464272976,1780294777.463873386,1.503000020980835
1780294777.487034321,1780294777.486201286,1.496999979019165
1780294777.511403799,1780294777.510291815,1.496999979019165
1780294777.523276806,1780294777.522343397,1.5140000581741333
1780294777.545994759,1780294777.543792009,1.5140000581741333
1780294777.566931486,1780294777.566402912,1.5180000066757202
1780294777.589191675,1780294777.587890148,1.5110000371932983
1780294777.600654364,1780294777.600208282,1.5110000371932983
1780294777.624123096,1780294777.623558283,1.4980000257492065
1780294777.649999619,1780294777.649149418,1.475000023841858
1780294777.661702394,1780294777.661257982,1.475000023841858
1780294777.684752226,1780294777.684420824,1.4709999561309814
1780294777.707915783,1780294777.706032038,1.4859999418258667
1780294777.720494270,1780294777.720063448,1.4859999418258667
1780294777.744460583,1780294777.744140863,1.49399995803833
1780294777.767109632,1780294777.766215801,1.4889999628067017
1780294777.790026665,1780294777.788214207,1.4889999628067017
1780294777.801107168,1780294777.800673485,1.465000033378601
1780294777.824496984,1780294777.823594093,1.465000033378601
1780294777.848622561,1780294777.848137856,1.4459999799728394
1780294777.863076925,1780294777.860725641,1.444000005722046
1780294777.888783216,1780294777.884946823,1.444000005722046
1780294777.910654306,1780294777.907175541,1.4539999961853027
1780294777.921447277,1780294777.920928001,1.4889999628067017
1780294777.943909883,1780294777.943395138,1.4889999628067017
1780294777.967869043,1780294777.967115402,1.49399995803833
1780294777.981755733,1780294777.980669498,1.5010000467300415
1780294778.003881931,1780294778.003376722,1.5010000467300415
1780294778.025677443,1780294778.025254011,1.4730000495910645
1780294778.047782183,1780294778.047464132,1.4730000495910645
1780294778.060486317,1780294778.059978485,1.4589999914169312
1780294778.083785772,1780294778.082745552,1.4459999799728394
1780294778.105971098,1780294778.105613232,1.4459999799728394
1780294778.123861790,1780294778.123491287,1.4470000267028809
1780294778.148211479,1780294778.146974087,1.468999981880188
1780294778.161275387,1780294778.160898924,1.468999981880188
1780294778.185038805,1780294778.183134317,1.472000002861023
1780294778.206816673,1780294778.206008673,1.4609999656677246
1780294778.229435205,1780294778.228734970,1.4609999656677246
1780294778.246905804,1780294778.242475748,1.444000005722046
1780294778.268850088,1780294778.266855955,1.4259999990463257
1780294778.279994965,1780294778.278839111,1.4259999990463257
1780294778.303456545,1780294778.301871061,1.4249999523162842
1780294778.325107098,1780294778.324584007,1.4249999523162842
1780294778.353313208,1780294778.350340843,1.4270000457763672
1780294778.364079952,1780294778.363168478,1.437000036239624
1780294778.388923168,1780294778.387925148,1.437000036239624
1780294778.411924601,1780294778.411097527,1.4320000410079956
1780294778.426666260,1780294778.424728394,1.4240000247955322
1780294778.454324961,1780294778.448351145,1.4240000247955322
1780294778.464553595,1780294778.459841967,1.4129999876022339
1780294778.484342575,1780294778.482227802,1.375
1780294778.505656004,1780294778.504062176,1.375
1780294778.526877880,1780294778.526160002,1.3680000305175781
1780294778.550388098,1780294778.548317671,1.3680000305175781
1780294778.563484430,1780294778.560092688,1.3619999885559082
1780294778.583215237,1780294778.582414865,1.3650000095367432
1780294778.605815172,1780294778.603916168,1.3650000095367432
1780294778.627763748,1780294778.625934124,1.3630000352859497
1780294778.650300264,1780294778.648754597,1.3559999465942383
1780294778.662171364,1780294778.661861897,1.3559999465942383
1780294778.685027361,1780294778.683997631,1.3480000495910645
1780294778.706569910,1780294778.706186056,1.340999960899353
1780294778.729302883,1780294778.729006290,1.340999960899353
1780294778.742952347,1780294778.741919756,1.3270000219345093
1780294778.764120102,1780294778.763872862,1.3240000009536743
1780294778.780211449,1780294778.779161692,1.3240000009536743
1780294778.801671267,1780294778.801386118,1.3170000314712524
1780294778.826472521,1780294778.824018478,1.3170000314712524
1780294778.846608639,1780294778.845948458,1.3070000410079956
1780294778.868251324,1780294778.867986202,1.2910000085830688
1780294778.880805969,1780294778.879961491,1.2910000085830688
1780294778.904330969,1780294778.903287888,1.2879999876022339
1780294778.925251961,1780294778.924801111,1.2799999713897705
1780294778.948449612,1780294778.946894169,1.2799999713897705
1780294778.962437391,1780294778.961205482,1.2799999713897705
1780294778.986850739,1780294778.984003305,1.2730000019073486
1780294779.006571770,1780294779.005931616,1.2730000019073486
1780294779.029921293,1780294779.028019905,1.2730000019073486
1780294779.041454792,1780294779.040132284,1.2730000019073486
1780294779.062824249,1780294779.061908722,1.2730000019073486
1780294779.085918903,1780294779.083863020,1.2599999904632568
1780294779.106554508,1780294779.106161118,1.2599999904632568
1780294779.119354248,1780294779.119059086,1.2510000467300415
1780294779.142299175,1780294779.141200066,1.2419999837875366
1780294779.166648388,1780294779.164668322,1.2419999837875366
1780294779.188174725,1780294779.186683655,1.2450000047683716
1780294779.200648785,1780294779.199569941,1.2359999418258667
1780294779.225788832,1780294779.222276449,1.2359999418258667
1780294779.244457722,1780294779.244046688,1.2209999561309814
1780294779.270399094,1780294779.268638372,1.2089999914169312
1780294779.281153440,1780294779.280825615,1.2089999914169312
1780294779.304572105,1780294779.304202318,1.2300000190734863
1780294779.326934099,1780294779.326493263,1.2300000190734863
1780294779.340841055,1780294779.340333223,1.2419999837875366
1780294779.363631487,1780294779.362773657,1.225000023841858
1780294779.385622740,1780294779.384856939,1.225000023841858
1780294779.414382219,1780294779.408764362,1.2050000429153442
1780294779.422742844,1780294779.420912504,1.187999963760376
1780294779.443811893,1780294779.442820787,1.187999963760376
1780294779.465300083,1780294779.464899302,1.1859999895095825
1780294779.488724232,1780294779.488115311,1.2309999465942383
1780294779.501378775,1780294779.500884533,1.2309999465942383
1780294779.524276018,1780294779.523737907,1.2380000352859497
1780294779.546518087,1780294779.545783520,1.2380000352859497
1780294779.568677187,1780294779.568145037,1.2330000400543213
1780294779.580595255,1780294779.579908609,1.2269999980926514
1780294779.602905512,1780294779.602317333,1.2269999980926514
1780294779.624517679,1780294779.624037981,1.225000023841858
1780294779.646024466,1780294779.645774364,1.2259999513626099
1780294779.668886185,1780294779.668112040,1.2259999513626099
1780294779.680397272,1780294779.680081129,1.2309999465942383
1780294779.703529358,1780294779.701824427,1.2170000076293945
1780294779.725347281,1780294779.724423409,1.2170000076293945
1780294779.747504234,1780294779.746081352,1.2170000076293945
1780294779.769724607,1780294779.768229961,1.225000023841858
1780294779.782150507,1780294779.780886412,1.225000023841858
1780294779.804928541,1780294779.803686619,1.2230000495910645
1780294779.827238321,1780294779.826137543,1.2230000495910645
1780294779.849680901,1780294779.848988771,1.2269999980926514
1780294779.865076065,1780294779.864063740,1.2269999980926514
1780294779.890392542,1780294779.889405251,1.2269999980926514
1780294779.903953791,1780294779.901947737,1.2280000448226929
1780294779.925023556,1780294779.924146175,1.2269999980926514
1780294779.946247339,1780294779.945833683,1.2269999980926514
1780294779.968845129,1780294779.968358278,1.2259999513626099
1780294779.980776548,1780294779.979978800,1.2059999704360962
1780294780.003927231,1780294780.003428936,1.2059999704360962
1780294780.026612282,1780294780.025374889,1.2029999494552612
1780294780.048805714,1780294780.048270464,1.2029999494552612
1780294780.060773134,1780294780.059980869,1.1959999799728394
1780294780.083173275,1780294780.082789421,1.184999942779541
1780294780.105760574,1780294780.105402708,1.184999942779541
1780294780.128630877,1780294780.128256321,1.1699999570846558
1780294780.140519619,1780294780.140202522,1.159999966621399
1780294780.163333893,1780294780.162584543,1.159999966621399
1780294780.184036970,1780294780.183805704,1.1660000085830688
1780294780.206407309,1780294780.206152678,1.1490000486373901
1780294780.228323221,1780294780.227991581,1.1490000486373901
1780294780.240203857,1780294780.239870787,1.1490000486373901
1780294780.262595177,1780294780.262058496,1.1410000324249268
1780294780.284422159,1780294780.284091473,1.1410000324249268
1780294780.306299686,1780294780.306008101,1.1349999904632568
1780294780.328441381,1780294780.328126669,1.1349999904632568
1780294780.345398426,1780294780.344952822,1.1319999694824219
1780294780.367242813,1780294780.366910696,1.1490000486373901
1780294780.392778873,1780294780.391804218,1.1490000486373901
1780294780.404633284,1780294780.404262066,1.1410000324249268
1780294780.427887917,1780294780.427238703,1.1299999952316284
1780294780.439674377,1780294780.439283848,1.1299999952316284
1780294780.461881399,1780294780.460909843,1.1059999465942383
1780294780.483858109,1780294780.483563900,1.090000033378601
1780294780.505141258,1780294780.504908323,1.090000033378601
1780294780.527646780,1780294780.527263641,1.0809999704360962
1780294780.548061848,1780294780.547628403,1.0809999704360962
1780294780.560439110,1780294780.560085773,1.0410000085830688
1780294780.582638979,1780294780.581982136,1.0219999551773071
1780294780.604450703,1780294780.603858948,1.0219999551773071
1780294780.626364708,1780294780.626144409,0.9900000095367432
1780294780.639523745,1780294780.639288425,0.9950000047683716
1780294780.661784887,1780294780.661335707,0.9950000047683716
1780294780.686779737,1780294780.686418295,0.9950000047683716
1780294780.699666739,1780294780.699330568,0.9729999899864197
1780294780.724124432,1780294780.723782539,0.9729999899864197
1780294780.747485638,1780294780.746249199,0.9580000042915344
1780294780.760619640,1780294780.760028839,0.9200000166893005
1780294780.782823563,1780294780.781953812,0.9200000166893005
1780294780.804820061,1780294780.803962231,0.9139999747276306
1780294780.826722383,1780294780.825766087,0.9139999747276306
1780294780.842931032,1780294780.840971231,0.8960000276565552
1780294780.866441727,1780294780.864114285,0.8840000033378601
1780294780.887916565,1780294780.886411667,0.8840000033378601
1780294780.900084496,1780294780.899469614,0.8610000014305115
1780294780.924020767,1780294780.922781229,0.8230000138282776
1780294780.945754766,1780294780.945002079,0.8230000138282776
1780294780.965032339,1780294780.964509726,0.8109999895095825
1780294780.988325596,1780294780.986770630,0.8130000233650208
1780294781.001064062,1780294780.999222040,0.8130000233650208
1780294781.023040295,1780294781.021224976,0.8050000071525574
1780294781.044412851,1780294781.043165207,0.8050000071525574
1780294781.065346479,1780294781.064910889,0.800000011920929
1780294781.089133978,1780294781.088260174,0.7850000262260437
1780294781.104063272,1780294781.102276087,0.7850000262260437
1780294781.126407623,1780294781.124884367,0.7609999775886536
1780294781.148601770,1780294781.148189545,0.7379999756813049
1780294781.163678169,1780294781.162128448,0.7379999756813049
1780294781.185683012,1780294781.184823036,0.7390000224113464
1780294781.208478212,1780294781.207431316,0.7329999804496765
1780294781.219964266,1780294781.219153643,0.7329999804496765
1780294781.243000507,1780294781.242020845,0.7279999852180481
1780294781.267328978,1780294781.264348507,0.7289999723434448
1780294781.288207054,1780294781.287994623,0.7289999723434448
1780294781.313349724,1780294781.311698437,0.722000002861023
1780294781.325232506,1780294781.324732304,0.722000002861023
1780294781.347525835,1780294781.347187996,0.7210000157356262
1780294781.369651794,1780294781.369045258,0.722000002861023
1780294781.381742477,1780294781.381171942,0.722000002861023
1780294781.401259422,1780294781.401119709,0.7250000238418579
1780294781.427209139,1780294781.427037001,0.7200000286102295
1780294781.439207554,1780294781.438821793,0.7200000286102295
1780294781.461349010,1780294781.460988998,0.718999981880188
1780294781.487211227,1780294781.486088276,0.7160000205039978
1780294781.508206606,1780294781.507940054,0.7160000205039978
1780294781.521804333,1780294781.520427704,0.703000009059906
1780294781.543906689,1780294781.541930914,0.6650000214576721
1780294781.564607620,1780294781.564153433,0.6650000214576721
1780294781.586457253,1780294781.585831404,0.6570000052452087
1780294781.602885723,1780294781.599509239,0.6589999794960022
1780294781.623890400,1780294781.622027874,0.6589999794960022
1780294781.645076990,1780294781.644870281,0.6639999747276306
1780294781.668063641,1780294781.666795731,0.6639999747276306
1780294781.691635132,1780294781.689785719,0.652999997138977
1780294781.703411341,1780294781.701915026,0.6460000276565552
1780294781.724537611,1780294781.724035501,0.6460000276565552
1780294781.746996641,1780294781.746179819,0.652999997138977
1780294781.769018888,1780294781.768518925,0.6890000104904175
1780294781.781039715,1780294781.779812574,0.6890000104904175
1780294781.804604530,1780294781.804210901,0.7020000219345093
1780294781.826653004,1780294781.826055288,0.7149999737739563
1780294781.850893021,1780294781.848728180,0.7149999737739563
1780294781.863708258,1780294781.861699104,0.7110000252723694
1780294781.884815693,1780294781.884330273,0.7110000252723694
1780294781.907716036,1780294781.906991720,0.7110000252723694
1780294781.929173946,1780294781.928716898,0.7139999866485596
1780294781.942643881,1780294781.942046165,0.7139999866485596
1780294781.965312004,1780294781.964447260,0.7229999899864197
1780294781.986348391,1780294781.985770941,0.7289999723434448
1780294782.000497103,1780294781.999951124,0.7289999723434448
1780294782.024856091,1780294782.024529219,0.7509999871253967
1780294782.047700644,1780294782.047384262,0.7559999823570251
1780294782.069472790,1780294782.068707228,0.7559999823570251
1780294782.081153393,1780294782.080561399,0.7649999856948853
1780294782.104578257,1780294782.104320288,0.7829999923706055
1780294782.127632141,1780294782.126235247,0.7829999923706055
1780294782.148161650,1780294782.147912025,0.8009999990463257
1780294782.160848856,1780294782.160239458,0.8199999928474426
1780294782.182497740,1780294782.182182789,0.8199999928474426
1780294782.203988552,1780294782.203683853,0.8349999785423279
1780294782.226639271,1780294782.226252556,0.8529999852180481
1780294782.241034269,1780294782.240570307,0.8529999852180481
1780294782.266090393,1780294782.263936281,0.8669999837875366
1780294782.290444374,1780294782.288374901,0.8669999837875366
1780294782.301954746,1780294782.301680326,0.8799999952316284
1780294782.327232122,1780294782.324798346,0.8820000290870667
1780294782.349013329,1780294782.348085880,0.8820000290870667
1780294782.360752821,1780294782.360478640,0.9010000228881836
1780294782.382595301,1780294782.382117271,0.9160000085830688
1780294782.414714336,1780294782.413895369,0.9160000085830688
1780294782.427249432,1780294782.426380634,0.9300000071525574
1780294782.455889225,1780294782.449545383,0.9599999785423279
1780294782.461628199,1780294782.461123705,0.9599999785423279
1780294782.483639479,1780294782.482697964,0.9700000286102295
1780294782.507560968,1780294782.504954100,0.9810000061988831
1780294782.528911829,1780294782.527214527,0.9810000061988831
1780294782.539280176,1780294782.538809776,0.9810000061988831
1780294782.562603235,1780294782.561886549,0.9810000061988831
1780294782.584961653,1780294782.584409952,0.9890000224113464
1780294782.609302282,1780294782.607726812,0.9950000047683716
1780294782.620269775,1780294782.619757652,0.9950000047683716
1780294782.645527840,1780294782.643923521,1.0210000276565552
1780294782.666990757,1780294782.665778160,1.0399999618530273
1780294782.692039967,1780294782.688380003,1.0399999618530273
1780294782.701598167,1780294782.700832844,1.0540000200271606
1780294782.723701477,1780294782.723327637,1.059999942779541
1780294782.747338295,1780294782.746786118,1.059999942779541
1780294782.760249138,1780294782.759936810,1.0609999895095825
1780294782.784699678,1780294782.783833027,1.0609999895095825
1780294782.813463211,1780294782.806426525,1.062999963760376
1780294782.829188108,1780294782.828136921,1.059999942779541
1780294782.840316772,1780294782.839980602,1.059999942779541
1780294782.862605572,1780294782.862239361,1.062999963760376
1780294782.885066032,1780294782.884527922,1.0640000104904175
1780294782.906777620,1780294782.905955315,1.0640000104904175
1780294782.929475546,1780294782.928892374,1.0679999589920044
1780294782.943822145,1780294782.942960978,1.0740000009536743
1780294782.966097355,1780294782.965237617,1.0740000009536743
1780294782.986870050,1780294782.986610651,1.0959999561309814
1780294782.999638796,1780294782.998925686,1.1030000448226929
1780294783.024704218,1780294783.023906469,1.1030000448226929
1780294783.049396515,1780294783.049001455,1.1030000448226929
1780294783.061752319,1780294783.061545134,1.1030000448226929
1780294783.084614277,1780294783.084198952,1.0920000076293945
1780294783.106247425,1780294783.105778933,1.090000033378601
1780294783.128594875,1780294783.127879381,1.090000033378601
1780294783.140470028,1780294783.139757395,1.0950000286102295
1780294783.162238121,1780294783.161699295,1.0950000286102295
1780294783.184570789,1780294783.184134722,1.0950000286102295
1780294783.207081795,1780294783.206110001,1.121000051498413
1780294783.227937460,1780294783.227676153,1.1260000467300415
1780294783.241825104,1780294783.239731312,1.1260000467300415
1780294783.265123844,1780294783.262371778,1.125
1780294783.286053419,1780294783.284294128,1.125
1780294783.307904720,1780294783.306288481,1.097000002861023
1780294783.328659058,1780294783.328435183,1.1069999933242798
1780294783.342998743,1780294783.341438055,1.1069999933242798
1780294783.366686344,1780294783.362858772,1.1130000352859497
1780294783.385413885,1780294783.384825468,1.1119999885559082
1780294783.409186125,1780294783.408835888,1.1119999885559082
1780294783.425053120,1780294783.424088240,1.11899995803833
1780294783.447012186,1780294783.446318626,1.125
1780294783.468890429,1780294783.467982292,1.125
1780294783.481663704,1780294783.479879141,1.1319999694824219
1780294783.502675772,1780294783.501719475,1.1460000276565552
1780294783.526998520,1780294783.523807764,1.1460000276565552
1780294783.547032118,1780294783.545801640,1.1399999856948853
1780294783.569198370,1780294783.568112612,1.1399999856948853
1780294783.580008507,1780294783.579777479,1.1629999876022339
1780294783.603762150,1780294783.601840734,1.1549999713897705
1780294783.624662399,1780294783.623846054,1.1549999713897705
1780294783.647298336,1780294783.645842791,1.1649999618530273
1780294783.669172049,1780294783.667815447,1.1749999523162842
1780294783.680770874,1780294783.679791451,1.1749999523162842
1780294783.705320358,1780294783.703011990,1.184999942779541
1780294783.726245880,1780294783.725473166,1.184999942779541
1780294783.748627663,1780294783.747668743,1.184999942779541
1780294783.763266087,1780294783.760650396,1.187999963760376
1780294783.785252810,1780294783.784737349,1.187999963760376
1780294783.801575422,1780294783.799780369,1.2039999961853027
1780294783.822588444,1780294783.821639776,1.215000033378601
